cell,dataset,detector,score,result_role,risk_event,mask_definition,aspect_ratio_source,eligible_instance_definition,ar_threshold,alpha,new_image_level_certified,new_target_coverage,new_threshold,new_image_ucb_calib,new_calib_images,new_calib_retained_instances,new_audit_realized_instance_coverage,new_audit_mean_image_risk,new_empirical_instance_risk_audit,new_empirical_instance_risk_cluster_ci_lo,new_empirical_instance_risk_cluster_ci_hi,old_instance_iid_certified_audit_only,old_target_coverage,old_threshold,old_instance_iid_cp_ucb_calib_audit_only,old_calib_images,old_calib_retained_instances,old_audit_realized_instance_coverage,old_empirical_instance_risk_audit,old_empirical_instance_risk_cluster_ci_lo,old_empirical_instance_risk_cluster_ci_hi,audit_instance_coverage_drop_old_minus_new,target_coverage_drop_old_minus_new,threshold_change_new_minus_old,ucb_change_image_minus_old_iid,effective_n_inflation_retained_instances_per_image,old_pass_new_fail,formal_guarantee,note
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,0.050029996782541275,0.015381669921814835,3003,13289,1.0,0.01207698033432976,0.008378216636744464,0.006933357684213552,0.009986160191698911,True,1.0,0.050029996782541275,0.008659560219487874,3003,13289,1.0,0.008378216636744464,0.006972241898696559,0.00996989513509021,0.0,0.0,0.0,0.006722109702326961,4.425241425241425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,0.050029996782541275,0.015381669921814835,3003,13289,1.0,0.01207698033432976,0.008378216636744464,0.0069121419988306945,0.010020163338948663,True,1.0,0.050029996782541275,0.008659560219487874,3003,13289,1.0,0.008378216636744464,0.007052381695077596,0.010204452528321592,0.0,0.0,0.0,0.006722109702326961,4.425241425241425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,0.050029996782541275,0.015381669921814835,3003,13289,1.0,0.01207698033432976,0.008378216636744464,0.006805042691240582,0.009886705555948656,True,1.0,0.050029996782541275,0.008659560219487874,3003,13289,1.0,0.008378216636744464,0.006892278700743984,0.010015039691240407,0.0,0.0,0.0,0.006722109702326961,4.425241425241425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,-11.879554376308898,0.015381669921814835,3003,13289,0.9999202074606024,0.01190748880890603,0.008338985755895144,0.007001570024424996,0.009998386491767467,True,1.0,-11.879554376308898,0.008659560219487874,3003,13289,0.9999202074606024,0.008338985755895144,0.006846661636967277,0.00981858332374906,0.0,0.0,0.0,0.006722109702326961,4.425241425241425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,-11.879554376308898,0.015381669921814835,3003,13289,0.9999202074606024,0.01190748880890603,0.008338985755895144,0.0069178671423661305,0.009928515504728392,True,1.0,-11.879554376308898,0.008659560219487874,3003,13289,0.9999202074606024,0.008338985755895144,0.0067993816852064265,0.010022017189612044,0.0,0.0,0.0,0.006722109702326961,4.425241425241425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,-11.879554376308898,0.015381669921814835,3003,13289,0.9999202074606024,0.01190748880890603,0.008338985755895144,0.006959847857665372,0.009892750689289099,True,1.0,-11.879554376308898,0.008659560219487874,3003,13289,0.9999202074606024,0.008338985755895144,0.006933118876916675,0.009918177768424005,0.0,0.0,0.0,0.006722109702326961,4.425241425241425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,-0.9778335806642825,0.015381669921814722,3003,13223,1.0,0.011552526164656246,0.008186852877437997,0.006775524432461604,0.00980293281655852,True,1.0,-0.9778335806642825,0.008702759521397912,3003,13223,1.0,0.008186852877437997,0.006698870438602182,0.009771979352110344,0.0,0.0,0.0,0.0066789104004168105,4.403263403263403,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,-0.9778335806642825,0.015381669921814722,3003,13223,1.0,0.011552526164656246,0.008186852877437997,0.006745903252715949,0.009834643080495238,True,1.0,-0.9778335806642825,0.008702759521397912,3003,13223,1.0,0.008186852877437997,0.006796533554301003,0.009886237519694703,0.0,0.0,0.0,0.0066789104004168105,4.403263403263403,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,-0.9778335806642825,0.015381669921814722,3003,13223,1.0,0.011552526164656246,0.008186852877437997,0.006720758441634849,0.009785684054858936,True,1.0,-0.9778335806642825,0.008702759521397912,3003,13223,1.0,0.008186852877437997,0.006725664890204365,0.009764001755992404,0.0,0.0,0.0,0.0066789104004168105,4.403263403263403,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,phase_mod,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,0.06497964262962341,0.015381669921814835,3003,13288,0.9999601037303012,0.01207698033432976,0.008378550909671241,0.006775797186047457,0.009997691029424733,True,1.0,0.06497964262962341,0.008660211554334489,3003,13288,0.9999601037303012,0.008378550909671241,0.007011981533871389,0.010007569758391137,0.0,0.0,0.0,0.006721458367480346,4.424908424908425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,phase_mod,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,0.06497964262962341,0.015381669921814835,3003,13288,0.9999601037303012,0.01207698033432976,0.008378550909671241,0.006879421756566066,0.009900098554765037,True,1.0,0.06497964262962341,0.008660211554334489,3003,13288,0.9999601037303012,0.008378550909671241,0.006905961888684425,0.009935390543308381,0.0,0.0,0.0,0.006721458367480346,4.424908424908425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,phase_mod,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,0.06497964262962341,0.015381669921814835,3003,13288,0.9999601037303012,0.01207698033432976,0.008378550909671241,0.0069168950615742745,0.010070627442548111,True,1.0,0.06497964262962341,0.008660211554334489,3003,13288,0.9999601037303012,0.008378550909671241,0.006904790223280562,0.009983674051320293,0.0,0.0,0.0,0.006721458367480346,4.424908424908425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,negative_phase_mod,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,-2.7954747676849365,0.015381669921814835,3003,13288,1.0,0.01207698033432976,0.008378216636744464,0.006910242232164738,0.009850556005698816,True,1.0,-2.7954747676849365,0.008660211554334489,3003,13288,1.0,0.008378216636744464,0.0069136666105531356,0.01000649747164592,0.0,0.0,0.0,0.006721458367480346,4.424908424908425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
