image_id,pred_id,gt_id,class_id,detection_score,iou,angle_error_deg,gt_w,gt_h,gt_ar,pred_w,pred_h,pred_ar,d_tip,z_0.25,z_0.50,z_1.00
00172,0,0,4,0.8280311226844788,0.8579478390995658,0.11064697974550958,347.3758850097656,207.195556640625,1.6765604950316553,389.1491394042969,201.46473693847656,1.93159927299404,0.0016188473340374243,0,0,0
00092,0,34,13,0.8477616310119629,0.9400783846627404,0.6018694928332065,64.0,19.0,3.3684210526315788,62.890411376953125,18.834836959838867,3.3390472936427877,0.01769163979265594,0,0,0
00092,1,10,13,0.8466429114341736,0.9287468691501891,1.2380469191456813,90.0,24.0,3.75,87.46146392822266,23.842384338378906,3.668318683523468,0.040511837982649845,0,0,0
00092,2,17,13,0.8465448021888733,0.9174984363716783,0.07989954624070254,60.99999237060547,19.999996185302734,3.0500002002716444,63.19660949707031,21.040740966796875,3.0035353601280996,0.002126627433322874,0,0,0
00092,3,47,13,0.8454340696334839,0.9703598070272069,0.16995559711742728,54.0,18.0,3.0,53.833335876464844,17.859050750732422,3.0143447503365803,0.0044494206028708955,0,0,0
00092,4,8,13,0.8435375690460205,0.9487021377691275,0.44758229631093555,76.0,20.0,3.8,76.659423828125,19.518884658813477,3.927448989433447,0.01484224005759545,0,0,0
00092,5,35,13,0.8397058248519897,0.9178795650722433,0.8583293824279924,64.0,19.0,3.3684210526315788,62.530853271484375,19.125,3.2695870991625817,0.025229664787644664,0,0,0
00092,6,56,13,0.8389995694160461,0.8945018921379007,1.7715193206150697,71.47762298583984,21.093826293945312,3.388556537338913,70.42218017578125,20.91864585876465,3.3664789131785624,0.05237678093958002,0,0,0
00092,7,33,13,0.8381494879722595,0.9305338875032019,1.0068041413274353,73.0,21.0,3.4761904761904763,71.05015563964844,21.192672729492188,3.3525811749441816,0.030540319795367976,0,0,0
00092,8,27,13,0.8342547416687012,0.9161762677641103,0.2519520181034304,43.0,15.0,2.8666666666666667,44.45124816894531,14.82253360748291,2.9988967706914043,0.00630290861122898,0,0,0
00092,9,28,13,0.8332509994506836,0.9380517109360428,1.5519829039669772,76.0,26.0,2.923076923076923,77.3590316772461,25.185863494873047,3.071525885661759,0.03958416057235733,0,0,0
00092,10,36,13,0.8323779702186584,0.9555340834203628,0.02454770154455248,69.0,18.0,3.8333333333333335,67.9200439453125,18.46866226196289,3.6775833020238364,0.000821173221730567,0,0,0
00092,11,18,13,0.8289362788200378,0.9483451669032107,0.7999585857810634,54.0,19.0,2.8421052631578947,53.18622589111328,18.622329711914062,2.8560457640853696,0.019839966056224716,0,0,0
00092,12,52,13,0.8288027048110962,0.9280705008037259,1.3282391720007864,46.303524017333984,13.037755012512207,3.551495174813221,46.57186508178711,13.639749526977539,3.414422309564732,0.041161954208505366,0,0,0
00092,13,45,13,0.8254361748695374,0.860906518468926,2.150054758260804,38.0,14.0,2.7142857142857144,34.939823150634766,13.284294128417969,2.630160309074379,0.05091555972866843,0,0,0
00092,14,23,13,0.8234853148460388,0.9475710284393658,1.174328191100338,66.0,21.0,3.142857142857143,67.0202407836914,21.445777893066406,3.1251018786947147,0.03220557759945929,0,0,0
00092,15,55,13,0.82187819480896,0.8735859278659799,1.8984084987599537,44.10209655761719,15.033293724060059,2.933628343004695,46.66336441040039,16.243383407592773,2.8727613723990633,0.048591764296031265,0,0,0
00092,16,57,13,0.8189577460289001,0.8598530921432154,3.5510117776962393,35.24220275878906,13.037907600402832,2.703056643667285,33.85859298706055,12.777277946472168,2.649906586434474,0.08370985033192344,0,0,0
00092,17,7,13,0.8186672329902649,0.8530847756519137,0.3263327781648692,60.99999237060547,15.999998092651367,3.8124999776482555,59.593719482421875,17.50383949279785,3.404608429307317,0.010857143348481566,0,0,0
00092,18,24,13,0.8173080086708069,0.9335633403078635,0.5101536592974224,67.0,20.0,3.35,66.9539794921875,19.934165954589844,3.3587549960559717,0.014913770192466308,0,0,0
00092,19,19,13,0.8157173991203308,0.9648489093560891,0.044498682442633074,60.99999237060547,19.999996185302734,3.0500002002716444,62.02641296386719,19.658435821533203,3.155205913988614,0.001184388953873724,0,0,0
00092,20,12,13,0.8142231702804565,0.8273821526879183,0.09860744104747408,67.0,17.0,3.9411764705882355,59.317901611328125,18.345157623291016,3.233436464782298,0.0033914289842588118,0,0,0
00092,21,43,13,0.8131680488586426,0.91784684873595,1.9669920281261222,56.0,18.0,3.111111111111111,56.07939529418945,17.814727783203125,3.1479232226643803,0.05339249081845331,0,0,0
00092,22,32,13,0.8086441159248352,0.9321042846533713,0.1833495980798223,77.0,21.0,3.6666666666666665,78.28349304199219,21.62667465209961,3.61976560434325,0.005866755963004359,0,0,0
00092,23,50,13,0.8063660264015198,0.8561216672945327,0.8673041976365362,42.0,13.0,3.230769230769231,40.986846923828125,14.11689281463623,2.9033901058831755,0.024451650109535972,0,0,0
00092,24,13,13,0.805711567401886,0.8832473301159414,0.7185290704961714,76.0,22.0,3.4545454545454546,74.4342041015625,21.61989974975586,3.442856116962478,0.021660637956618628,0,0,0
00092,25,39,13,0.8040245175361633,0.9229097266561744,0.8134209419960114,37.0,13.0,2.8461538461538463,38.23847198486328,13.629683494567871,2.805528976524163,0.020202564602600726,0,0,0
00092,26,14,13,0.8036150336265564,0.9485813673361483,0.4860499217164474,74.0,23.0,3.217391304347826,73.91996002197266,22.1718692779541,3.3339525456914285,0.013646677369121243,0,0,0
00092,27,29,13,0.8001919388771057,0.9041494517838569,0.8620928166606694,80.0,22.0,3.6363636363636362,74.38166046142578,21.645339965820312,3.4363821764352167,0.02735598251550022,0,0,0
00092,28,44,13,0.7994961738586426,0.8835889472660801,0.5154333955258422,51.0,17.0,3.0,49.96940994262695,16.09223747253418,3.1051872076778304,0.013493832733022286,0,0,0
00092,29,11,13,0.7988261580467224,0.9039901629059904,0.8572228917824503,69.0,23.0,3.0,70.87175750732422,21.309816360473633,3.3257798335034088,0.022441205590377857,0,0,0
00092,30,37,13,0.796661913394928,0.8921553449286781,0.5826834914546407,38.0,12.0,3.1666666666666665,37.919315338134766,12.942622184753418,2.92980161182517,0.016101819364560704,0,0,0
00092,31,15,13,0.7947340607643127,0.8856768448500176,0.4718089772969708,63.0,17.0,3.7058823529411766,65.45598602294922,18.114103317260742,3.613537191243515,0.015258094204684613,0,0,0
00092,32,38,13,0.7939264178276062,0.945510756988113,0.2564394523881287,37.0,15.0,2.466666666666667,37.000465393066406,14.674304008483887,2.5214460169064745,0.005520027327714926,0,0,0
00092,33,40,13,0.793032705783844,0.8899834479090937,0.8341505127661473,43.0,15.0,2.8666666666666667,44.721351623535156,14.978920936584473,2.9856190451147824,0.02086669401235505,0,0,0
00092,34,22,13,0.7904353141784668,0.9615844147382961,0.5626436630689704,62.0,19.0,3.263157894736842,61.65913772583008,18.47199821472168,3.337978761642009,0.016021822363442576,0,0,0
00092,35,53,13,0.7895393967628479,0.871540244237815,1.3627894735607782,42.2495002746582,12.040751457214355,3.5088757063699645,41.81657791137695,12.93536376953125,3.2327330453492378,0.04172565635178128,0,0,0
00092,36,42,13,0.7853354811668396,0.8727735154350168,1.335390775196703,60.99999237060547,18.999996185302734,3.2105265588311767,61.74667739868164,18.60144805908203,3.3194554102756664,0.03741042920128773,0,0,0
00092,37,26,13,0.7847861051559448,0.8862440721708522,0.6431511028159107,39.0,12.0,3.25,40.48105239868164,12.769901275634766,3.1700364415440174,0.01824041147615876,0,0,0
00092,38,59,13,0.7831081748008728,0.7789487354597864,7.0736704370545995,30.59589958190918,10.044441223144531,3.0460529264096556,30.89398193359375,12.129755973815918,2.5469582405683604,0.18755377902760817,0,0,0
00092,39,9,13,0.7784356474876404,0.8872989224332755,0.8103677940761629,93.99998474121094,20.999996185302734,4.4761905626915635,95.24598693847656,21.04071807861328,4.526746025616341,0.03165363808085675,0,0,0
00092,40,51,13,0.7779993414878845,0.882835866882906,0.6921303893540721,38.0,13.0,2.923076923076923,38.15987014770508,13.591170310974121,2.8076956784871636,0.017654888210193145,0,0,0
00092,41,25,13,0.7702562212944031,0.8436026722335483,1.2184715969844246,58.0,28.0,2.0714285714285716,52.22748947143555,26.231643676757812,1.9910109375917986,0.022024193207622153,0,0,0
00092,42,48,13,0.7641445994377136,0.7791828757375585,0.14804435026002638,30.0,10.0,3.0,32.27455520629883,11.929525375366211,2.7054349767295807,0.0038757877138373273,0,0,0
00092,43,41,13,0.7622813582420349,0.8834418341068004,1.7090635944989305,36.0,11.0,3.272727272727273,37.071739196777344,11.638540267944336,3.185256771322334,0.04880350416076923,0,0,0
00092,44,21,13,0.7588398456573486,0.9582217102101174,0.42834165341900965,65.0,20.0,3.25,66.26349639892578,19.902341842651367,3.3294321302893586,0.012148341622482996,0,0,0
