image_id,pred_id,gt_id,class_id,detection_score,iou,angle_error_deg,gt_w,gt_h,gt_ar,pred_w,pred_h,pred_ar,d_tip,z_0.25,z_0.50,z_1.00
00172,0,0,4,0.9204326868057251,0.858569144724201,0.83420051562074,347.3758850097656,207.195556640625,1.6765604950316553,355.69659423828125,208.14437866210938,1.708893588789637,0.012204548307456771,0,0,0
00092,0,56,13,0.9996730089187622,0.8887367373267442,2.357989187987212,71.47762298583984,21.093826293945312,3.388556537338913,71.86309051513672,21.954893112182617,3.2732152303333417,0.06970779028198995,0,0,0
00092,1,17,13,0.9994425177574158,0.8801591707844928,0.4538908866258601,60.99999237060547,19.999996185302734,3.0500002002716444,64.28878784179688,21.56075668334961,2.9817500742654444,0.01208075732000869,0,0,0
00092,2,8,13,0.9994074106216431,0.9488693927500104,0.020406100761830834,76.0,20.0,3.8,76.7114486694336,20.788734436035156,3.690048997713978,0.000676691912690697,0,0,0
00092,3,36,13,0.9994009733200073,0.9085926753340454,0.3682949559472603,69.0,18.0,3.8333333333333335,67.6695785522461,19.457704544067383,3.477778090369782,0.012320171056975426,0,0,0
00092,4,55,13,0.9993945360183716,0.8916560926905952,1.4154619874048593,44.10209655761719,15.033293724060059,2.933628343004695,45.50162887573242,15.968568801879883,2.8494494052826944,0.036233183953538306,0,0,0
00092,5,22,13,0.9993841648101807,0.9566627481192629,0.058573197843862085,62.0,19.0,3.263157894736842,63.713218688964844,18.7605037689209,3.3961358113695055,0.001667954963669334,0,0,0
00092,6,27,13,0.999345600605011,0.9179712446651314,0.19090128282368912,43.0,15.0,2.8666666666666667,45.03200912475586,15.021175384521484,2.9979018267211583,0.0047756513325886854,0,0,0
00092,7,28,13,0.9993176460266113,0.9003654423321542,2.3995112528390123,76.0,26.0,2.923076923076923,77.08234405517578,25.01774024963379,3.0811073776459135,0.061190422176667814,0,0,0
00092,8,19,13,0.9992928504943848,0.9369051608368506,0.188688301532605,60.99999237060547,19.999996185302734,3.0500002002716444,63.95392608642578,20.35431671142578,3.142032571917563,0.005022170237523305,0,0,0
00092,9,24,13,0.9992427825927734,0.8859019197436603,0.08533387901197205,67.0,20.0,3.35,69.96944427490234,20.455881118774414,3.420505030735849,0.002494672307756901,0,0,0
00092,10,23,13,0.9991722106933594,0.8989744069097887,0.26611532596386955,66.0,21.0,3.142857142857143,68.73483276367188,22.33371353149414,3.077626686074605,0.0072986130314485545,0,0,0
00092,11,47,13,0.9990969896316528,0.9748015156858135,0.13150595780125823,54.0,18.0,3.0,54.67295455932617,17.998233795166016,3.037684429569433,0.0034428149016388857,0,0,0
00092,12,12,13,0.9990333318710327,0.8595976512757879,0.2887095917382717,67.0,17.0,3.9411764705882355,63.767845153808594,18.91551971435547,3.3711918105751835,0.009929619984950433,0,0,0
00092,13,30,13,0.9989109039306641,0.9593828922946754,0.6851884126791719,74.0,21.0,3.5238095238095237,74.85528564453125,20.553983688354492,3.641886983054427,0.021069753523311262,0,0,0
