aspect_ratio,axis_drift_q025_deg,axis_drift_q050_deg,axis_drift_q100_deg,delta_0.75_deg
2.1,13.77414699802673,28.43689014885537,72.24720983805331,15.3297
2.2,13.136558786944853,27.03569178941229,65.3800226713429,14.6637
2.3,12.555857798585976,25.771461740550667,60.40815420604928,14.0498
2.4,12.024699180565824,24.624318352164078,56.44269023807929,13.4833
2.5,11.536959032815489,23.578178478201835,53.13010235415599,12.9594
2.6,11.087489210970618,22.619864948040426,50.28486276817379,12.4739
2.7,10.671929285762145,21.738460791520488,47.794553596267704,12.0221
2.8,10.28656061147494,20.924832427638318,45.58469140280703,11.6019
2.9,9.928191842286484,20.17127134646498,43.60281897270362,11.2091
3.0,9.594068226860461,19.47122063449069,41.810314895778596,10.8418
3.1,9.28179908667753,18.819063368987944,40.177769540147885,10.4971
3.2,8.989299345162808,18.20995686428301,38.68218745348944,10.1737
3.3,8.714742018618123,17.639701394236045,37.305200965785076,9.8695
3.4,8.456519335270514,17.1046351766438,36.03187907247056,9.5825
3.5,8.213210701738188,16.601549599020235,34.84990457904648,9.3119
3.6,7.983556145555409,16.127620213160757,33.74898859588859,9.0558
3.7,7.7664341685122436,15.680350134839236,32.7204433663758,8.8134
3.8,7.560843176672097,15.257523290456374,31.756863859297127,8.5834
3.9,7.36588582896467,14.857165544923765,30.85188598606536,8.3651
4.0,7.180755781458282,14.477512185929925,30.000000000000004,8.1577
4.25,6.756327030587829,13.608960630782915,28.072486935852957,7.6812
4.5,6.379370208442803,12.839588406904149,26.387799961242997,7.2568
4.75,6.042328419054104,12.15319746900787,24.90106237036696,6.8771
5.0,5.739170477266787,11.536959032815489,23.578178478201835,6.5345
5.25,5.46502379990588,10.980575427612159,22.392687805401625,6.2248
5.5,5.215908570454124,10.4756816963899,21.32368626349793,5.9426
5.75,4.9885419755560605,10.015410168250696,20.354406398237206,5.6851
6.0,4.780191847199159,9.594068226860461,19.47122063449069,5.4489
6.25,4.588565735785835,9.2068962213459,18.66292488494248,5.2319
6.5,4.4117257857701775,8.849883098429038,17.92021313939229,5.0307
6.75,4.248022666728544,8.519624254143045,17.23528525708788,4.8453
7.0,4.096043758152333,8.213210701738188,16.601549599020235,4.6723
7.25,3.9545721220908314,7.928141766202212,16.013394423948498,4.5116
7.5,3.822553729274344,7.662255660766065,15.466009953420551,4.3612
7.75,3.699071063165035,7.413673801525756,14.955248316643337,4.2212
8.0,3.583321698471973,7.180755781458282,14.477512185929925,4.0893
8.153072,3.5159602938771037,7.045248527816319,14.199936359587355,4.0124
8.309073,3.449868263698557,6.912323782517146,13.927902142481846,3.9376
8.468059,3.385021534482258,6.781930943550066,13.661286205364016,3.8634
8.630086,3.321396910024256,6.65402130661743,13.399970397281074,3.7913
8.795214,3.2589705089345813,6.5285449162688565,13.143835227982432,3.7199
8.963502,3.1977197552058167,6.405454560538841,12.892767951536664,3.6506
9.13501,3.137622538711831,6.284704075704039,12.646659024279517,3.5819
9.309799,3.0786572065625952,6.166248322302129,12.405401986633347,3.5146
9.487933,3.0208019166734394,6.050041880608774,12.16889074431929,3.4487
9.669475,2.9640359742940574,5.936041729655068,11.937024963723228,3.3841
9.85449,2.9083388130849275,5.824205194776831,11.709705835403255,3.321
10.043046,2.8536897562476478,5.714489463342699,11.486835042042957,3.2585
10.23521,2.8000692038747323,5.606853963855074,11.268319544108635,3.1974
10.43105,2.7474579824285454,5.501259054810214,11.05406886634198,3.1376
10.630638,2.6958365705007745,5.397664466672977,10.843991896136444,3.0786
10.834044,2.6451866939140554,5.296032499189472,10.638003330085093,3.0209
11.041343,2.5954895197640804,5.196324393333134,10.43601627952831,2.9639
11.252608,2.5467274053122417,5.098503836992666,10.237949341462269,2.9083
11.467915,2.4988826569804923,5.002534471443359,10.043721512261405,2.854
11.687342,2.4519378078669947,4.908380445144146,9.853253280897674,2.8005
11.910968,2.4058758398444025,4.816006856188605,9.666467495643888,2.7476
12.138872,2.3606803571391275,4.72538009735911,9.483290033402143,2.6961
12.371137,2.316334780924907,4.63646623835866,9.303646504183558,2.646
12.607847,2.272822979015052,4.549232286116739,9.127464776362777,2.5959
12.849085,2.2301295902246725,4.463646832457565,8.954676260729762,2.5471
13.09494,2.1882387678933535,4.379677532956323,8.785210799122746,2.4997
13.345498,2.147135768764133,4.297294289951995,8.619003071083773,2.4524
13.600851,2.1068054123445803,4.21646616231558,8.4559863385815,2.4063
13.861089,2.0672334033385176,4.1371640141735675,8.296097773085215,2.3617
14.126307,2.028405217600717,4.0593582803606525,8.139273932391523,2.3171
14.3966,1.9903068833135118,3.9830205302920882,7.9854538992652,2.2738
14.672065,1.9529246648403582,3.908122832767432,7.834577986151757,2.2313
14.9528,1.91624519519792,3.83463801987846,7.686588253391323,2.1894
15.238907,1.8802550848405777,3.7625389018241613,7.541426915442864,2.1482
15.530488,1.8449414464566456,3.6917993169756884,7.399038443863629,2.1077
15.827648,1.8102915064168108,3.6223933521891225,7.259367986109072,2.0678
16.130494,1.7762927376351534,3.5542956077978376,7.122361888806992,2.0294
16.439135,1.7429328584705857,3.4874811942827773,6.9879676811996685,1.9909
16.753682,1.71019983093018,3.4219257276066677,6.856134056472587,1.9538
17.074246,1.6780820548887008,3.3576057171454856,6.726811642906126,1.9175
17.400945,1.6465676660301944,3.2944971587807967,6.599950166962233,1.8811
17.733895,1.615645443432123,3.2325773515784584,6.475502098351095,1.846
18.073215,1.5853042952957284,3.1718238670237486,6.353420570069755,1.811
18.419028,1.555533188080813,3.112214406380197,6.233659085362889,1.7774
18.771457,1.5263214989818998,3.0537275057078697,6.11617292792051,1.7437
19.13063,1.4976585873327826,2.996341676999333,6.00091743031422,1.7115
19.496676,1.469534135332375,2.9400360897237783,5.8878493375269185,1.6792
19.869725,1.441938126110075,2.88479052623548,5.776926711665819,1.6476
20.249912,1.4148605439828408,2.8305847811052716,5.668107720841412,1.6167
20.637374,1.3882916097141567,2.777399131558819,5.561351579175133,1.5865
21.032249,1.3622218368390473,2.7252144496730173,5.456618767328409,1.5563
21.43468,1.3366417619576383,2.674011661985441,5.353869943659186,1.5274
21.844811,1.3115422127495648,2.6237722855215213,5.25306701609239,1.4986
22.26279,1.2869141139927014,2.574478039055712,5.15417235823709,1.4705
22.688766,1.2627486679510125,2.526111203750792,5.057149529426052,1.443
23.122893,1.2390371202750448,2.4786541542014944,4.961962330580745,1.4155
23.565326,1.2157709881656709,2.432089814728072,4.868575716409328,1.3894
24.016225,1.1929418420742128,2.3864012221087503,4.776954915394551,1.3633
24.475751,1.1705415160231922,2.341571946176471,4.687066270531271,1.3372
24.94407,1.1485619041738895,2.2975856823659395,4.598876419605086,1.3125
25.42135,1.1269951104739804,2.254426550905794,4.512352892668755,1.2878
25.907762,1.1058333955098338,2.212078990167949,4.427463895813353,1.2638
26.403481,1.0850691335265517,2.170527670393249,4.3441781360276055,1.2397
26.908685,1.0646948574845687,2.1297575836063234,4.262464999374602,1.2164
27.423556,1.0447032179951157,2.08975396120448,4.182294383849962,1.1937
27.948278,1.025087060652895,2.0505024284770585,4.103637007198709,1.1711
28.48304,1.0058393094960623,2.0119887711949267,4.026463937395736,1.1491
29.028035,0.9869530108413255,1.9741990231296853,3.9507467664314837,1.1278
29.583457,0.9684214334754456,1.9371196663348862,3.8764580100200976,1.1065
30.149507,0.9502378625669693,1.9007372186055111,3.8035702795631336,1.0859
30.726387,0.9323958014094352,1.8650386369739096,3.732057089187456,1.0653
