round_id,stage,dataset,host,seed,candidate,endpoint,cluster_unit,cluster_count,instance_count,bootstrap_replicates,finite_replicates,mc_seed,resample_id_hash,instance_universe_hash,candidate_nrc,phase_mod_nrc,detection_score_nrc,delta_nrc_vs_phase_mod,delta_vs_phase_ci_lo,delta_vs_phase_ci_hi,delta_nrc_vs_detection_score,delta_vs_detection_ci_lo,delta_vs_detection_ci_hi,supports_vs_phase_mod,supports_vs_detection_score,supports_both,legacy_point_delta,legacy_ci_lo,legacy_ci_hi,legacy_point_outside_legacy_ci,new_point_inside_new_ci,estimand,stable_tie_order,score_direction,raw_instance_count,finite_instance_count,excluded_nonfinite_count,excluded_reason,common_finite_mask_hash,candidate_universe_hash,evidence_partition,redundant_comparison,redundant_with
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,detection_score,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.8216707488974248,0.9369562148262637,0.8216707488974248,-0.11528546592883893,-0.2316072538093483,0.009315977033247134,0.0,0.0,0.0,False,False,False,-0.11528546592883904,-0.3120995711506075,-0.045623897989296454,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,36d5dc3ea5696596ae07920421ec45beeb397e6b5d9f4854a4d6315cfe6c6fa1,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,multi_frequency_consistency,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.9287963752643433,0.9369562148262637,0.8216707488974248,-0.008159839561920346,-0.08208697496075339,0.0753343640395897,0.10712562636691858,0.04415779816285747,0.1813942071886041,False,False,False,-0.008159839561920457,-0.2079258715683786,0.1945532610979436,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,4d32cda26149927beef88a1cfd94d11841385d68118de97f3298fcd49eaa6a60,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,unwrap_candidate_energy_gap,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.9287963752643433,0.9369562148262637,0.8216707488974248,-0.008159839561920346,-0.08208697496075339,0.0753343640395897,0.10712562636691858,0.04415779816285747,0.1813942071886041,False,False,False,-0.008159839561920457,-0.2301906647087587,0.17681671928579937,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,6c62393bd1499112f7ddc0244087091d24399b9a4a02721c376db9e5f8bb4a86,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,phase_direction_margin,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.8531306222924503,0.9369562148262637,0.8216707488974248,-0.08382559253381339,-0.13089489652473327,-0.03448757903630241,0.03145987339502554,-0.06388829938602496,0.1284194416413187,True,False,False,-0.08382559253381328,-0.061073117042570624,0.28680157802199435,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,d39847364245526e4e358661107f2fcb17174c90e630c301f3ba30f923bb5cb2,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,detection_score,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.13861294442530855,0.6612138417306652,0.13861294442530855,-0.5226008973053566,-0.8748701891264136,-0.2807568020428273,0.0,0.0,0.0,True,False,False,-0.5226008973053567,-0.4240338197996268,0.23879078694427386,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,a26fdd6e0de0a4c9d4b33c5bc8751dea05169a6d463876866b94ed06c5af34ed,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,multi_frequency_consistency,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.6116322489034464,0.6612138417306652,0.13861294442530855,-0.04958159282721886,-0.4733931070962513,0.28152479283109605,0.4730193044781378,0.2846994936221597,0.6604442739944364,False,False,False,-0.04958159282721897,-0.45235417263057953,0.46719143614647146,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,c595fa5e6fa03cf9870dfcef42eecf1b210468b9aeb225365b799076b8477630,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,unwrap_candidate_energy_gap,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.6116322489034464,0.6612138417306652,0.13861294442530855,-0.04958159282721886,-0.4733931070962513,0.28152479283109605,0.4730193044781378,0.2846994936221597,0.6604442739944364,False,False,False,-0.04958159282721897,-0.4322698538070282,0.10059731632506931,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,e515aefa28464271f0827e8fd3d56355d9da483595d871a26549faf4a33d8017,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,phase_direction_margin,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.47137430490355264,0.6612138417306652,0.13861294442530855,-0.18983953682711258,-0.6096108337375095,0.19931484580076234,0.3327613604782441,0.07341029078773767,0.678009780942416,False,False,False,-0.18983953682711258,-0.37123155049548795,0.15444782435402551,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33363,33363,0,{},272fd06a8e2fb79942dac8c08e97fd20b9d4dcb6aeefbd9ea53589015c15ef96,1dbdce0ae342af1eb806ee064b478d86b9c5be0cd1a7ba396c90bcb7533ad7dd,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,detection_score,endpoint_continuous,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,54f8b3fc4f09601c5edb62043a22040a0cccd0f0aa0034497129e424867e4a00,0.8235175373682562,0.9500915960220775,0.8235175373682562,-0.12657405865382132,-0.2443345559183331,-0.0007115518831016158,0.0,0.0,0.0,True,False,False,-0.12657405865382176,-0.5129609738121274,-0.09849877748150816,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33182,33182,0,{},66e81744b8f3d8c3d855dbfd7814fdfd9097a9dc9e2c603492e904ed539f2ca1,0e22c509e55c908c417d84b69b075a673d33c46aa6dbbd8abbbdc79b598c5b47,external,False,
orientbench-c-r002-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,multi_frequency_consistency,endpoint_continuous,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,54f8b3fc4f09601c5edb62043a22040a0cccd0f0aa0034497129e424867e4a00,0.9094664800588839,0.9500915960220775,0.8235175373682562,-0.040625115963193625,-0.11717288140633073,0.05207206020552951,0.0859489426906277,0.017082188148452804,0.15554696182352093,False,False,False,-0.04062511596319429,-0.26648273441009224,0.24279668248193,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,33182,33182,0,{},66e81744b8f3d8c3d855dbfd7814fdfd9097a9dc9e2c603492e904ed539f2ca1,2e6425aebbbf54d17c2b554c1a85610573e9e3f35671c12081c13e0878343e68,external,False,
