round_id,stage,dataset,host,seed,candidate,endpoint,cluster_unit,cluster_count,instance_count,bootstrap_replicates,finite_replicates,mc_seed,resample_id_hash,instance_universe_hash,candidate_nrc,phase_mod_nrc,detection_score_nrc,delta_nrc_vs_phase_mod,delta_vs_phase_ci_lo,delta_vs_phase_ci_hi,delta_nrc_vs_detection_score,delta_vs_detection_ci_lo,delta_vs_detection_ci_hi,supports_vs_phase_mod,supports_vs_detection_score,supports_both,legacy_point_delta,legacy_ci_lo,legacy_ci_hi,legacy_point_outside_legacy_ci,new_point_inside_new_ci,estimand,stable_tie_order,score_direction,raw_instance_count,finite_instance_count,excluded_nonfinite_count,excluded_reason,common_finite_mask_hash,candidate_universe_hash,evidence_partition,redundant_comparison,redundant_with
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,multi_frequency_consistency,endpoint_continuous,image,6901,48282,800,800,5416238,0a9a1fe34b38db51f5b75f47a94f37520174613860c1347468170f27e76db1a4,4baa7a6f70bd67b49a8e5ecfa0d5e4b46f9c3bc5d48cd88d739c817c2da663ec,0.47411029998001547,1.1998358941557843,0.5871237292254154,-0.7257255941757688,-0.7814075704987541,-0.6729930949773459,-0.11301342924539998,-0.15196711686548625,-0.07507706725630607,True,True,True,-0.7257255941757699,-0.4089141263132807,-0.13879615410670595,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,48282,0,{},bd315eedca51f65d7eeb751d35d4a493c51bc1ee6d6c97fa47d0026457a58a50,fe5f7d0ef6f9a98a37fdf082d04caeabb90e64b25cd69c17fdf058b1d18a55f3,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,unwrap_candidate_energy_gap,endpoint_continuous,image,6901,48282,800,800,5416238,0a9a1fe34b38db51f5b75f47a94f37520174613860c1347468170f27e76db1a4,4baa7a6f70bd67b49a8e5ecfa0d5e4b46f9c3bc5d48cd88d739c817c2da663ec,0.47411029998001547,1.1998358941557843,0.5871237292254154,-0.7257255941757688,-0.7814075704987541,-0.6729930949773459,-0.11301342924539998,-0.15196711686548625,-0.07507706725630607,True,True,True,-0.7257255941757699,-0.37429213399849004,-0.11830376830105296,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,48282,0,{},bd315eedca51f65d7eeb751d35d4a493c51bc1ee6d6c97fa47d0026457a58a50,e2f1aff5930361a5cc3391da559ef02c06f116cca20672e5d9f573cbd5989893,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,phase_direction_margin,endpoint_continuous,image,6901,48282,800,800,5416238,0a9a1fe34b38db51f5b75f47a94f37520174613860c1347468170f27e76db1a4,4baa7a6f70bd67b49a8e5ecfa0d5e4b46f9c3bc5d48cd88d739c817c2da663ec,1.0499977313056161,1.1998358941557843,0.5871237292254154,-0.14983816285016816,-0.19481733104358087,-0.10738932831832583,0.4628740020802007,0.4271016886439826,0.5005571555167275,True,False,False,-0.14983816285016904,-0.09806632575599142,-0.001627200170390689,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,48282,0,{},bd315eedca51f65d7eeb751d35d4a493c51bc1ee6d6c97fa47d0026457a58a50,b3807b2a6d3aa116f8af061839fbe6505d26d561e91ce20cb7b6bb88c877dee2,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,tta_phase_direction_consistency,endpoint_continuous,image,6872,47984,800,800,5416238,2461b6091c0162a6b44ffa17fe10f40312e48ea4f77cf93e40ac145527b4411e,1b05b6ecac36fe2c15a66956e1a06eae6f8b05c21729cd36e7d103379a7d9b75,0.5079726804918472,1.2027240931021905,0.5877773312246908,-0.6947514126103433,-0.7435098589666322,-0.633962892129257,-0.0798046507328436,-0.11464577759617087,-0.037815962686429984,True,True,True,-0.6918632136639382,-0.34607548744789124,-0.05265172319020901,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,47984,298,"{""tta_phase_direction_consistency_nonfinite"":298}",48c375e6fe620f6bac5777e42977865bd377a5aba0d495f9d3f4d4fa2245b8c9,a8c86c52814e387ff127d8a485baeec3e6374cb43f11211146a739b6c96d8909,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,multi_frequency_consistency,endpoint_severe_event,image,6901,48282,800,800,5416238,0a9a1fe34b38db51f5b75f47a94f37520174613860c1347468170f27e76db1a4,95fc74d9fc4af0e659673261b15a0405f378a51038c047b768cdcf1d5d1f40dd,0.6441554677827022,0.9519935580487355,0.23314242396280985,-0.30783809026603337,-0.4660054087233154,-0.13739044657166413,0.41101304381989234,0.3226708566084183,0.5029675151556449,True,False,False,-0.30783809026603326,0.1487769271076427,0.6500468260887883,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,48282,0,{},bd315eedca51f65d7eeb751d35d4a493c51bc1ee6d6c97fa47d0026457a58a50,20ab361230f0026146d54cb081203fc3e22350e9ecd0cbd3a208c0af2f6fbb27,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,unwrap_candidate_energy_gap,endpoint_severe_event,image,6901,48282,800,800,5416238,0a9a1fe34b38db51f5b75f47a94f37520174613860c1347468170f27e76db1a4,95fc74d9fc4af0e659673261b15a0405f378a51038c047b768cdcf1d5d1f40dd,0.6441554677827022,0.9519935580487355,0.23314242396280985,-0.30783809026603337,-0.4660054087233154,-0.13739044657166413,0.41101304381989234,0.3226708566084183,0.5029675151556449,True,False,False,-0.30783809026603326,0.1675124358432813,0.7121095553154744,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,48282,0,{},bd315eedca51f65d7eeb751d35d4a493c51bc1ee6d6c97fa47d0026457a58a50,6d0d3d2278e23e9624c13cce6b30f0d20ba5bf92ea2cb009341da51f9a7f9cbf,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,phase_direction_margin,endpoint_severe_event,image,6901,48282,800,800,5416238,0a9a1fe34b38db51f5b75f47a94f37520174613860c1347468170f27e76db1a4,95fc74d9fc4af0e659673261b15a0405f378a51038c047b768cdcf1d5d1f40dd,0.7193487896105636,0.9519935580487355,0.23314242396280985,-0.23264476843817194,-0.38080798910493713,-0.07672915852316596,0.48620636564775377,0.36971622599090986,0.604585800936731,True,False,False,-0.23264476843817206,-0.3498864520447659,-0.027031931045090725,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,48282,0,{},bd315eedca51f65d7eeb751d35d4a493c51bc1ee6d6c97fa47d0026457a58a50,e00825a4feba78d3a91c4b6b5c9eddd4941d15ba61be34b1fda3e45aad26e430,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,0,tta_phase_direction_consistency,endpoint_severe_event,image,6872,47984,800,800,5416238,2461b6091c0162a6b44ffa17fe10f40312e48ea4f77cf93e40ac145527b4411e,84130d9574edee99bc4ee5fb055d2aded52bc191fce58923eddd2030aae01535,0.7526397370521581,0.9565461756063506,0.2324302020146056,-0.20390643855419244,-0.39225965949389935,-0.015610596543480387,0.5202095350375525,0.3980538318553333,0.6665995684526353,True,False,False,-0.1993538209965774,0.20820716654445015,0.808160394535389,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48282,47984,298,"{""tta_phase_direction_consistency_nonfinite"":298}",48c375e6fe620f6bac5777e42977865bd377a5aba0d495f9d3f4d4fa2245b8c9,1d668fb683725d8cdb914af1ad9a157e7e7aa30c6343b5caf883b2a155505cd9,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,1,multi_frequency_consistency,endpoint_continuous,image,6929,48152,800,800,6625843,696e7dfdf295e705034f495aea45755cafc98e642fbbd2faf54719fd09225fed,5853e267674ed7f7ecf2344adae102324e950819cc6b1e1135266912a68e8f7e,0.461052665020738,1.1931306292345514,0.593458627345007,-0.7320779642138133,-0.7820594987363163,-0.6826580254014237,-0.132405962324269,-0.16613281723577636,-0.10037521401906326,True,True,True,-0.7320779642138133,-0.4470214455555714,-0.22787149446697685,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48152,48152,0,{},09353a08a378815365a0a1b961165ec88dbf6b49f2b5cff0e226e56128295fa5,1acb0ecc57f739c4af2b53ac2226fdc0800c2e522933464433a426745001275a,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,1,unwrap_candidate_energy_gap,endpoint_continuous,image,6929,48152,800,800,6625843,696e7dfdf295e705034f495aea45755cafc98e642fbbd2faf54719fd09225fed,5853e267674ed7f7ecf2344adae102324e950819cc6b1e1135266912a68e8f7e,0.461052665020738,1.1931306292345514,0.593458627345007,-0.7320779642138133,-0.7820594987363163,-0.6826580254014237,-0.132405962324269,-0.16613281723577636,-0.10037521401906326,True,True,True,-0.7320779642138133,-0.4363648817301172,-0.22394172180936797,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48152,48152,0,{},09353a08a378815365a0a1b961165ec88dbf6b49f2b5cff0e226e56128295fa5,db9d89af3e102a60a0a62dcde26caee70fd7d4fe767c5b8af0a9aec6ff66f7d4,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,1,phase_direction_margin,endpoint_continuous,image,6929,48152,800,800,6625843,696e7dfdf295e705034f495aea45755cafc98e642fbbd2faf54719fd09225fed,5853e267674ed7f7ecf2344adae102324e950819cc6b1e1135266912a68e8f7e,1.0437453156616,1.1931306292345514,0.593458627345007,-0.14938531357295148,-0.18705461132185844,-0.10635699532441656,0.4502866883165929,0.41648132233651686,0.48811610011087553,True,False,False,-0.14938531357295126,-0.07169555214200098,0.03424453456558926,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48152,48152,0,{},09353a08a378815365a0a1b961165ec88dbf6b49f2b5cff0e226e56128295fa5,598f11fb57600445a1325536c31034fc7b5de2e379ce9dd948c1722eb585a293,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,1,multi_frequency_consistency,endpoint_severe_event,image,6929,48152,800,800,6625843,696e7dfdf295e705034f495aea45755cafc98e642fbbd2faf54719fd09225fed,fe7c94bff5316e5508743f097ab848111f9f5145418b5a060c2c0b9e15f64b1d,0.6455025468236252,0.9534019846281594,0.2393667100558341,-0.3078994378045342,-0.457179379059576,-0.13849719856137532,0.4061358367677911,0.31687479764858417,0.5030549342173719,True,False,False,-0.3078994378045339,0.09312133365935109,0.6257059342381145,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48152,48152,0,{},09353a08a378815365a0a1b961165ec88dbf6b49f2b5cff0e226e56128295fa5,c6d7e7b0db5e8091d772fc3804933acc6468b4ef37dfaae339607e1dda286f33,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,1,unwrap_candidate_energy_gap,endpoint_severe_event,image,6929,48152,800,800,6625843,696e7dfdf295e705034f495aea45755cafc98e642fbbd2faf54719fd09225fed,fe7c94bff5316e5508743f097ab848111f9f5145418b5a060c2c0b9e15f64b1d,0.6455025468236252,0.9534019846281594,0.2393667100558341,-0.3078994378045342,-0.457179379059576,-0.13849719856137532,0.4061358367677911,0.31687479764858417,0.5030549342173719,True,False,False,-0.3078994378045339,0.13656016838138282,0.6352395261895638,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48152,48152,0,{},09353a08a378815365a0a1b961165ec88dbf6b49f2b5cff0e226e56128295fa5,e1c982e0a94ba9fe18b591038b99ec69d1fe4775c8a1d89bb61a7eff39e0220a,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,1,phase_direction_margin,endpoint_severe_event,image,6929,48152,800,800,6625843,696e7dfdf295e705034f495aea45755cafc98e642fbbd2faf54719fd09225fed,fe7c94bff5316e5508743f097ab848111f9f5145418b5a060c2c0b9e15f64b1d,0.7354514873646149,0.9534019846281594,0.2393667100558341,-0.21795049726354454,-0.367035492894715,-0.0521927712059062,0.49608477730878076,0.3860256776950777,0.6254881879861671,True,False,False,-0.21795049726354432,-0.35559909629379016,-0.029713766113945817,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48152,48152,0,{},09353a08a378815365a0a1b961165ec88dbf6b49f2b5cff0e226e56128295fa5,18a1fad43feba0109d107a521a14275b988256e39c712f161ae821a2b8aeb7f7,development,False,
orientbench-c-r002-20260805,B3,DIOR-R,RotatedRetinaNet-PSC,2,multi_frequency_consistency,endpoint_continuous,image,6920,48195,800,800,1640906,99aff44ac0003100931f8fc0f699f8551a597d0cbc9d99e9622a2d076a2e67b9,65afea29c58f0f9b016f1713655ce6177315754392051bf78a2b3d429ae5dc8b,0.49904100855833416,1.2031616855286673,0.6014638694509964,-0.7041206769703332,-0.756459945463873,-0.6479684728010985,-0.10242286089266223,-0.14011474925492753,-0.06709459476487838,True,True,True,-0.7041206769703336,-0.35106210673635135,-0.0706453338904582,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable,48195,48195,0,{},0f6a11fe681719d785ec532f3daf6b4985e73fa003fdb43053481b940cb74454,bd7f5f0b2ba0fbbda4a50d836ff759909efcf62e60a8ac1dee4351abe832f6e3,development,False,
