round_id,stage,dataset,host,seed,candidate,endpoint,cluster_unit,cluster_count,instance_count,bootstrap_replicates,finite_replicates,mc_seed,resample_id_hash,instance_universe_hash,candidate_nrc,phase_mod_nrc,detection_score_nrc,delta_nrc_vs_phase_mod,delta_vs_phase_ci_lo,delta_vs_phase_ci_hi,delta_nrc_vs_detection_score,delta_vs_detection_ci_lo,delta_vs_detection_ci_hi,supports_vs_phase_mod,supports_vs_detection_score,supports_both,legacy_point_delta,legacy_ci_lo,legacy_ci_hi,legacy_point_outside_legacy_ci,new_point_inside_new_ci,estimand,stable_tie_order,score_direction
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,detection_score,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.8216707488974248,0.9369562148262637,0.8216707488974248,-0.11528546592883893,-0.2316072538093483,0.009315977033247134,0.0,0.0,0.0,False,False,False,-0.11528546592883904,-0.3120995711506075,-0.045623897989296454,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,multi_frequency_consistency,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.9287963752643433,0.9369562148262637,0.8216707488974248,-0.008159839561920346,-0.08208697496075339,0.0753343640395897,0.10712562636691858,0.04415779816285747,0.1813942071886041,False,False,False,-0.008159839561920457,-0.2079258715683786,0.1945532610979436,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,unwrap_candidate_energy_gap,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.9287963752643433,0.9369562148262637,0.8216707488974248,-0.008159839561920346,-0.08208697496075339,0.0753343640395897,0.10712562636691858,0.04415779816285747,0.1813942071886041,False,False,False,-0.008159839561920457,-0.2301906647087587,0.17681671928579937,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,phase_direction_margin,endpoint_continuous,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,5e813d9dbb8d393f16b4a2ddba0958456c33cb00e99da951d5ce51cd73ef7c83,0.8531306222924503,0.9369562148262637,0.8216707488974248,-0.08382559253381339,-0.13089489652473327,-0.03448757903630241,0.03145987339502554,-0.06388829938602496,0.1284194416413187,True,False,False,-0.08382559253381328,-0.061073117042570624,0.28680157802199435,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,detection_score,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.13861294442530855,0.6612138417306652,0.13861294442530855,-0.5226008973053566,-0.8748701891264136,-0.2807568020428273,0.0,0.0,0.0,True,False,False,-0.5226008973053567,-0.4240338197996268,0.23879078694427386,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,multi_frequency_consistency,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.6116322489034464,0.6612138417306652,0.13861294442530855,-0.04958159282721886,-0.4733931070962513,0.28152479283109605,0.4730193044781378,0.2846994936221597,0.6604442739944364,False,False,False,-0.04958159282721897,-0.45235417263057953,0.46719143614647146,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,unwrap_candidate_energy_gap,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.6116322489034464,0.6612138417306652,0.13861294442530855,-0.04958159282721886,-0.4733931070962513,0.28152479283109605,0.4730193044781378,0.2846994936221597,0.6604442739944364,False,False,False,-0.04958159282721897,-0.4322698538070282,0.10059731632506931,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,0,phase_direction_margin,endpoint_severe_event,mother_scene,349,33363,800,800,7647508,94920aec50c017f8909e034c9df5d69319ea053ffc583627a001e449f22c5e8a,314d89b24b0ed8e7c927e5388b2c20b7a843f891582318ce4dc62c33e15ad562,0.47137430490355264,0.6612138417306652,0.13861294442530855,-0.18983953682711258,-0.6096108337375095,0.19931484580076234,0.3327613604782441,0.07341029078773767,0.678009780942416,False,False,False,-0.18983953682711258,-0.37123155049548795,0.15444782435402551,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,detection_score,endpoint_continuous,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,54f8b3fc4f09601c5edb62043a22040a0cccd0f0aa0034497129e424867e4a00,0.8235175373682562,0.9500915960220775,0.8235175373682562,-0.12657405865382132,-0.2443345559183331,-0.0007115518831016158,0.0,0.0,0.0,True,False,False,-0.12657405865382176,-0.5129609738121274,-0.09849877748150816,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,multi_frequency_consistency,endpoint_continuous,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,54f8b3fc4f09601c5edb62043a22040a0cccd0f0aa0034497129e424867e4a00,0.9094664800588839,0.9500915960220775,0.8235175373682562,-0.040625115963193625,-0.11717288140633073,0.05207206020552951,0.0859489426906277,0.017082188148452804,0.15554696182352093,False,False,False,-0.04062511596319429,-0.26648273441009224,0.24279668248193,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,unwrap_candidate_energy_gap,endpoint_continuous,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,54f8b3fc4f09601c5edb62043a22040a0cccd0f0aa0034497129e424867e4a00,0.9094664800588839,0.9500915960220775,0.8235175373682562,-0.040625115963193625,-0.11717288140633073,0.05207206020552951,0.0859489426906277,0.017082188148452804,0.15554696182352093,False,False,False,-0.04062511596319429,-0.22923757322440277,0.24986002347547503,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,phase_direction_margin,endpoint_continuous,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,54f8b3fc4f09601c5edb62043a22040a0cccd0f0aa0034497129e424867e4a00,0.8503740424273211,0.9500915960220775,0.8235175373682562,-0.09971755359475643,-0.14536269260448043,-0.05882056513717346,0.026856505059064895,-0.08175385911741957,0.13177245789801922,True,False,False,-0.09971755359475698,-0.06310696984096155,0.27262749691855687,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,detection_score,endpoint_severe_event,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,493204ac2ce839301848cb76269f2c31ee8e33ca867a50b024a7b2452bb9d179,0.1308689732856426,0.7416012858706461,0.1308689732856426,-0.6107323125850035,-1.2060194690627928,-0.30980492613122906,0.0,0.0,0.0,True,False,False,-0.6107323125850035,-2.4492385558798873,0.2516140527752059,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,multi_frequency_consistency,endpoint_severe_event,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,493204ac2ce839301848cb76269f2c31ee8e33ca867a50b024a7b2452bb9d179,0.5258887332723434,0.7416012858706461,0.1308689732856426,-0.2157125525983027,-0.865938230415866,0.1284408295978123,0.3950197599867008,0.17627183753066356,0.6008303631360287,False,False,False,-0.2157125525983027,-2.360768079009449,0.3674918099216584,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,unwrap_candidate_energy_gap,endpoint_severe_event,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,493204ac2ce839301848cb76269f2c31ee8e33ca867a50b024a7b2452bb9d179,0.5258887332723434,0.7416012858706461,0.1308689732856426,-0.2157125525983027,-0.865938230415866,0.1284408295978123,0.3950197599867008,0.17627183753066356,0.6008303631360287,False,False,False,-0.2157125525983027,-2.431388581313338,0.3013728877425903,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,1,phase_direction_margin,endpoint_severe_event,mother_scene,354,33182,800,800,5905704,3e0879f2e0df75e0fd318f2ee45310ba1583f80fac7785c4676739bc83190498,493204ac2ce839301848cb76269f2c31ee8e33ca867a50b024a7b2452bb9d179,0.6385913719557128,0.7416012858706461,0.1308689732856426,-0.1030099139149333,-0.37742594393132156,0.13766066464350796,0.5077223986700702,0.20230268349211103,1.0430710343284706,False,False,False,-0.1030099139149333,-0.2913192106173924,0.7001659552400168,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,detection_score,endpoint_continuous,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,43568f5035a34a735566056fbbac60bcb52209dbb7fe5218f764a8867dc95c1c,0.7957635227525823,0.9173080253027592,0.7957635227525823,-0.1215445025501769,-0.23988004987977252,0.006173061647603511,0.0,0.0,0.0,False,False,False,-0.12154450255017679,-0.5100459919576067,-0.17557540692001103,True,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,multi_frequency_consistency,endpoint_continuous,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,43568f5035a34a735566056fbbac60bcb52209dbb7fe5218f764a8867dc95c1c,0.9337835371956875,0.9173080253027592,0.7957635227525823,0.016475511892928285,-0.07280343786568413,0.11230197152553333,0.1380200144431052,0.08210934807423893,0.19713564989860713,False,False,False,0.016475511892928618,-0.2894475106833018,0.0800240563055298,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,unwrap_candidate_energy_gap,endpoint_continuous,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,43568f5035a34a735566056fbbac60bcb52209dbb7fe5218f764a8867dc95c1c,0.9337835371956875,0.9173080253027592,0.7957635227525823,0.016475511892928285,-0.07280343786568413,0.11230197152553333,0.1380200144431052,0.08210934807423893,0.19713564989860713,False,False,False,0.016475511892928618,-0.32652021515565804,0.04666347793721512,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,phase_direction_margin,endpoint_continuous,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,43568f5035a34a735566056fbbac60bcb52209dbb7fe5218f764a8867dc95c1c,0.8757694317678628,0.9173080253027592,0.7957635227525823,-0.04153859353489642,-0.08945500449415775,-0.0004398216985277743,0.08000590901528049,-0.036714696609336676,0.17566684603105046,True,False,False,-0.041538593534896195,-0.27120650150164255,0.0011753143633526804,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,detection_score,endpoint_severe_event,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,1064ce7c7f5827d75eda9669edafec4f792117e7402572fee0af83874b3f8bd5,0.14792682679134345,0.7325496966547969,0.14792682679134345,-0.5846228698634535,-1.029167431917412,-0.3137220059933542,0.0,0.0,0.0,True,False,False,-0.5846228698634535,-0.8396473707015606,0.15694776257689516,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,multi_frequency_consistency,endpoint_severe_event,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,1064ce7c7f5827d75eda9669edafec4f792117e7402572fee0af83874b3f8bd5,0.5232831811506056,0.7325496966547969,0.14792682679134345,-0.20926651550419129,-0.5929691886083275,0.07021561313327805,0.3753563543592621,0.22424409820177216,0.6285763329365154,False,False,False,-0.20926651550419118,-0.5398383867078268,0.9011402496501721,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,unwrap_candidate_energy_gap,endpoint_severe_event,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,1064ce7c7f5827d75eda9669edafec4f792117e7402572fee0af83874b3f8bd5,0.5232831811506056,0.7325496966547969,0.14792682679134345,-0.20926651550419129,-0.5929691886083275,0.07021561313327805,0.3753563543592621,0.22424409820177216,0.6285763329365154,False,False,False,-0.20926651550419118,-0.5840539298768184,0.7633148245526312,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
orientbench-c-r001-20260805,B4,DOTA-v1.0,RotatedFCOS-PSCD,2,phase_direction_margin,endpoint_severe_event,mother_scene,351,33218,800,800,767123,2f319b008db8098cc750269dbf59f81d333c8269669a85a1c01980aab8e0f342,1064ce7c7f5827d75eda9669edafec4f792117e7402572fee0af83874b3f8bd5,0.6590924613437825,0.7325496966547969,0.14792682679134345,-0.07345723531101434,-0.32398082521080424,0.2420173280539516,0.5111656345524391,0.1813659812597086,1.0105019353703706,False,False,False,-0.07345723531101422,-0.2943952693028501,0.44279271074705145,False,True,matched-instance NRC; cluster multiplicity lifted to every original instance,original matched-row order,descending; larger=more reliable
