seed,intervention,parameter,decoded_change_mean_deg,decoded_change_p95_deg,candidate_switch_rate,continuous_mean,severe_rate,box_changed,class_changed,NMS_recomputed,AP50,AP75
0,radial,0.25,52.07141688235461,89.26524716384296,0.0,52.124774573281854,0.8712346012049276,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,0.5,0.7544295695613908,0.0,0.0,2.474431311622009,0.015706021640739743,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,0.75,0.03182169737500882,0.0,0.0,1.8164353900320545,0.0025177591943170577,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,0.9,0.002802176597998922,0.0,0.0,1.79043855734921,0.0019782393669634025,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,1.0,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,1.1,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,1.25,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,1.5,0.0025124892685684653,0.0,0.0,1.7899682635330592,0.0019482660432215328,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,2.0,0.0025124892685684653,0.0,0.0,1.7899682635330592,0.0019482660432215328,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,radial,4.0,0.003553710461368323,0.0,0.0,1.7889270423402597,0.0019182927194796632,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,tangential,-15.0,14.999100800287739,15.000000000000009,0.0,14.971272021066344,0.8687168420106105,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,primary_only,-15.0,0.008092797410304829,0.0,8.99199712256092e-05,1.7953341619240828,0.002008212690705272,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,secondary_only,-15.0,15.002697599136763,15.000000000000009,5.9946647483739474e-05,14.975429125993713,0.8687468153343524,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,multi_frequency_conflict,-15.0,15.006294397985792,15.000000000000009,0.0001498666187093487,15.039366327790596,0.8746515601115008,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,tangential,-7.5,7.4995504001438675,7.500000000000017,0.0,7.496420836415228,0.18148847525702125,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,primary_only,-7.5,0.005395198273536552,0.0,5.9946647483739474e-05,1.7927385813517938,0.0019782393669634025,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,secondary_only,-7.5,7.4995504001438675,7.500000000000017,0.0,7.496420836415228,0.18148847525702125,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,multi_frequency_conflict,-7.5,7.506294397985787,7.500000000000017,8.99199712256092e-05,7.5605195944595005,0.17675269010580583,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,tangential,-2.0,1.9998801067050325,2.0000000000000027,0.0,2.4994050775365295,0.005395198273536552,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,primary_only,-2.0,0.002697599136768276,0.0,2.9973323741869737e-05,1.7902385182546092,0.0019482660432215328,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,secondary_only,-2.0,1.9998801067050325,2.0000000000000027,0.0,2.4994050775365295,0.005395198273536552,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,multi_frequency_conflict,-2.0,2.002457812546835,2.0000000000000027,2.9973323741869737e-05,2.552281008097163,0.004615891856247939,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,tangential,0.0,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,primary_only,0.0,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,secondary_only,0.0,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,multi_frequency_conflict,0.0,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,tangential,2.0,1.9998801067050342,2.0000000000000027,0.0,2.549607840621992,0.004585918532506069,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,primary_only,2.0,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,secondary_only,2.0,2.002457812546835,2.0000000000000027,2.9973323741869737e-05,2.552281008097163,0.004615891856247939,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,multi_frequency_conflict,2.0,1.9998801067050325,2.0000000000000027,0.0,2.4994050775365295,0.005395198273536552,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
