image_id,pred_id,gt_id,label,score,iou,angle_error_deg,gt_ar,eligible,d_tip,z025,z050,z100
00001,0,0,golffield,0.8003224730491638,0.8550102114677429,0.7053169268023466,1.2666666666666666,0,0.0077962014326494215,0,0,0
00002,0,3,Expressway-toll-station,0.8935078978538513,0.8793439865112305,2.8205095422838404,1.0345458477086915,0,0.025453603090046954,0,0,0
00002,2,0,vehicle,0.1707753688097,0.7699539065361023,4.978315654636191,2.2857142857142856,1,0.09917567252444984,0,0,0
00003,0,0,trainstation,0.8062829375267029,0.8157126307487488,1.614146853359725,3.836363613664608,1,0.054032209800770434,0,0,0
00004,0,1,chimney,0.9654181599617004,0.9551177620887756,89.91677164048522,1.0,0,0.4999994724819353,1,0,0
00004,1,0,chimney,0.9598847031593323,0.9636719822883606,89.69713327402556,1.0142857142857142,0,0.5071357718604215,1,1,0
00005,0,0,storagetank,0.9219772219657898,0.951185941696167,0.7392288693923128,1.0701754479894066,0,0.0069034983497939535,0,0,0
00005,1,2,vehicle,0.7128311991691589,0.8634999394416809,4.732483542871863,2.2577520510695903,1,0.0931362613185853,0,0,0
00005,3,1,vehicle,0.18879297375679016,0.8000250458717346,0.3266444623885225,2.182481681736931,1,0.006221153634311575,0,0,0
00006,0,1,ship,0.8521839380264282,0.897516131401062,1.3369446432328809,3.3604860392455893,1,0.03920337722319904,0,0,0
00006,1,0,ship,0.85153728723526,0.9380642175674438,0.04229082379342645,2.289372990718349,1,0.000844909186848432,0,0,0
00007,0,63,ship,0.8786156177520752,0.941190779209137,0.5880358552857634,3.526315789473684,1,0.018095257069313753,0,0,0
00007,1,60,ship,0.8686941266059875,0.9376563429832458,0.444456574149237,3.0,1,0.011635729204795149,0,0,0
00007,2,41,ship,0.8676278591156006,0.9265547394752502,0.044694253450396175,3.111111111111111,1,0.0012134294671635524,0,0,0
00007,3,4,ship,0.8659034967422485,0.8553476333618164,0.14184685086444432,3.176470588235294,1,0.003931981494706183,0,0,0
00007,4,138,ship,0.8640156388282776,0.8768143653869629,1.2735873816050194,3.1601049600384954,1,0.03511897747516874,0,0,0
00007,5,51,ship,0.848244845867157,0.9274100065231323,0.05786104360745189,3.0,1,0.0015147983219125634,0,0,0
00007,6,57,ship,0.8478135466575623,0.8732887506484985,0.24596626791233192,2.750000143051175,1,0.005902748859431695,0,0,0
00007,7,31,ship,0.8462551832199097,0.8770511746406555,2.082809041403861,2.857142857142857,1,0.05191981391504121,0,0,0
00007,8,29,ship,0.8442621231079102,0.9400553107261658,0.014222959997660465,3.3888891832328762,1,0.00042062465337076665,0,0,0
00007,9,11,ship,0.8434333801269531,0.9153686761856079,0.5335222409262033,3.65,1,0.016993642935989338,0,0,0
00007,10,16,ship,0.8428088426589966,0.8863279223442078,1.18008332264908,3.0,1,0.030892324899324038,0,0,0
00007,11,67,ship,0.8427757620811462,0.9088456034660339,0.14425792098167206,2.7777777777777777,1,0.0034969069904183577,0,0,0
00007,12,12,ship,0.831963300704956,0.8647993206977844,1.7542818445608765,3.35714276956051,1,0.051386459232698724,0,0,0
00007,13,15,ship,0.8306601047515869,0.8858363628387451,1.0225159741749261,4.166666666666667,1,0.037177756480791795,0,0,0
00007,14,148,ship,0.8305759429931641,0.8637528419494629,1.3290480339359283,2.8823529411764706,1,0.03342691220052852,0,0,0
00007,15,126,ship,0.828775942325592,0.8766549229621887,0.11120482102525148,2.8461538461538463,1,0.0027620344207351303,0,0,0
00007,16,54,ship,0.8272045254707336,0.8539458513259888,0.7550407573208923,3.125,1,0.02058994655522591,0,0,0
00007,17,40,ship,0.8248400688171387,0.7795974016189575,0.07213612563256531,3.0,1,0.0018885188539612698,0,0,0
00007,18,1,ship,0.8246011137962341,0.8049928545951843,2.304195749528073,3.7777777777777777,1,0.07594270802977045,0,0,0
00007,19,91,ship,0.824569046497345,0.802751898765564,1.9787101282636967,2.6,1,0.04488658498755896,0,0,0
00007,20,83,ship,0.8244814872741699,0.8991270661354065,0.21200656735902854,2.8333333333333335,1,0.005241955939587106,0,0,0
00007,21,53,ship,0.8223167657852173,0.9446155428886414,0.7806607968976101,2.857142857142857,1,0.01946382811814565,0,0,0
00007,22,105,ship,0.8196984529495239,0.8106836676597595,0.23916339949899923,3.6,1,0.007513517969621089,0,0,0
00007,23,99,ship,0.8196011781692505,0.8906732201576233,0.3712660882362158,2.6923076923076925,1,0.008722767704882407,0,0,0
00007,24,86,ship,0.8186764717102051,0.8853285908699036,1.356514152543091,2.8333333333333335,1,0.033537354255218456,0,0,0
00007,25,137,ship,0.8177905678749084,0.8305572271347046,3.2012614257739633,2.9410995687177217,1,0.08212062730169639,0,0,0
00007,26,78,ship,0.8172488212585449,0.8484950065612793,0.5993056140554316,2.9166666666666665,1,0.015253678794338284,0,0,0
00007,27,14,ship,0.8171116709709167,0.9095039367675781,1.2696048975893075,3.2352943948396558,1,0.03584216420278736,0,0,0
00007,28,6,ship,0.8170444965362549,0.8344363570213318,0.5607423126406866,3.0526315789473686,1,0.014937508315730215,0,0,0
00007,29,48,ship,0.8165411949157715,0.8184670805931091,0.7354431233592902,3.5454545454545454,1,0.022753932190062543,0,0,0
00007,30,55,ship,0.8162710666656494,0.8251165151596069,1.1005663670534973,3.0,1,0.028810988320394717,0,0,0
00007,31,34,ship,0.8146469593048096,0.8407776951789856,0.028718440981736353,3.3333333333333335,1,0.0008353855503055679,0,0,0
00007,32,73,ship,0.8127400875091553,0.8032514452934265,0.4173953646576465,2.769230769230769,1,0.01008672779177951,0,0,0
00007,33,56,ship,0.8110959529876709,0.9407975673675537,0.747600860081913,3.0714285714285716,1,0.02003757960811491,0,0,0
00007,34,85,ship,0.8079964518547058,0.8623462915420532,1.519535179698414,2.6923076923076925,1,0.03569701577790964,0,0,0
00007,35,28,ship,0.806164562702179,0.8721075654029846,0.6710977324214356,3.0833333333333335,1,0.01805692071145835,0,0,0
00007,36,37,ship,0.8029723763465881,0.8857361674308777,0.181202414202271,3.5,1,0.005534503569746356,0,0,0
00007,37,18,ship,0.8027450442314148,0.9292781949043274,0.8004323733119616,3.0,1,0.02095458891157855,0,0,0
00007,38,17,ship,0.802631676197052,0.8271928429603577,1.2869262573244598,3.5,1,0.03930362075545825,0,0,0
