image_id,pred_id,gt_id,label,score,iou,angle_error_deg,gt_ar,eligible,d_tip,z025,z050,z100
00001,1,0,golffield,0.9971388578414917,0.9303272366523743,1.0338335976296373,1.2666666666666666,0,0.01142712002962144,0,0,0
00002,0,3,Expressway-toll-station,0.9995070695877075,0.9426571726799011,0.8277360545190875,1.0345458477086915,0,0.007472636890944244,0,0,0
00002,1,2,vehicle,0.9304644465446472,0.7072240114212036,8.321708734968608,3.1666666666666665,1,0.22915759236871638,0,0,0
00002,2,0,vehicle,0.5892083644866943,0.757637083530426,8.854891970914478,2.2857142857142856,1,0.17592289578032663,0,0,0
00002,3,1,vehicle,0.4267021119594574,0.5253618955612183,10.362478645276372,3.2,1,0.28779999036603326,1,0,0
00003,0,0,trainstation,0.9931150078773499,0.7459726333618164,2.1497020929021304,3.836363613664608,1,0.07195210709790723,0,0,0
00004,1,0,chimney,0.9998784065246582,0.9424830675125122,88.89170185880604,1.0142857142857142,0,0.5070479815024069,1,1,0
00004,2,1,chimney,0.9998620748519897,0.9311884045600891,1.1446440822457569,1.0,0,0.009988239562659965,0,0,0
00005,0,0,storagetank,0.999692440032959,0.9510981440544128,1.2237811584476919,1.0701754479894066,0,0.011428075361098973,0,0,0
00005,1,2,vehicle,0.9973806738853455,0.7608259916305542,2.943697980380544,2.2577520510695903,1,0.0579730018135461,0,0,0
00005,2,1,vehicle,0.2901616096496582,0.8368228673934937,1.1818276320873062,2.182481681736931,1,0.02250719235019034,0,0,0
00006,2,1,ship,0.9997288584709167,0.8870707154273987,1.0023361802721236,3.3604860392455893,1,0.029392783925195752,0,0,0
00006,3,0,ship,0.9994489550590515,0.8486215472221375,2.6546017428660633,2.289372990718349,1,0.053016116743050616,0,0,0
00007,5,11,ship,0.999685525894165,0.9049099683761597,0.4845746008557246,3.65,1,0.0154346116153944,0,0,0
00007,6,4,ship,0.9995416402816772,0.9304489493370056,0.022635246909422257,3.176470588235294,1,0.0006274475607626378,0,0,0
00007,7,1,ship,0.9994947910308838,0.8218711614608765,2.004696493577428,3.7777777777777777,1,0.06607600786385187,0,0,0
00007,8,60,ship,0.9994186162948608,0.9357343316078186,0.2330963702831924,3.0,1,0.006102431870184697,0,0,0
