image_id,d_tip,z_0_25,z_0_50,z_1_00
100000001,0.04029636265357972,0.0,0.0,0.0
100000004,0.02120426791692658,0.0,0.0,0.0
100000007,0.04705429393288731,0.0,0.0,0.0
100000008,0.08985776342257454,0.0,0.0,0.0
100000009,0.06602987017491457,0.0,0.0,0.0
100000010,0.0152112974508932,0.0,0.0,0.0
100001290,0.022103046393125672,0.0,0.0,0.0
100001293,0.048773347162359905,0.0,0.0,0.0
100001295,0.01687084684966408,0.0,0.0,0.0
100001296,0.030938079344432195,0.0,0.0,0.0
100001299,0.029376264582163386,0.0,0.0,0.0
100001300,0.0503658215297181,0.0,0.0,0.0
100001302,0.04617278129644272,0.0,0.0,0.0
100001303,0.04070725537219082,0.0,0.0,0.0
100001311,0.06387153628119561,0.0,0.0,0.0
100001312,0.033177793177766805,0.0,0.0,0.0
100001314,0.034001233384172484,0.0,0.0,0.0
100001317,0.017913562420887055,0.0,0.0,0.0
100001320,0.03279510918757533,0.0,0.0,0.0
100001323,0.01871152401337271,0.0,0.0,0.0
100001335,0.01264439113633486,0.0,0.0,0.0
100001336,0.038744009484107854,0.0,0.0,0.0
100001338,0.037966283443267156,0.0,0.0,0.0
100001341,0.018475835378545108,0.0,0.0,0.0
100001344,0.02981362522255107,0.0,0.0,0.0
100001345,0.04333705589032999,0.0,0.0,0.0
100001346,0.04264184096789694,0.0,0.0,0.0
100001350,0.00403122319800016,0.0,0.0,0.0
100001352,0.02954460925584058,0.0,0.0,0.0
100001353,0.03821423775174556,0.0,0.0,0.0
100001354,0.054908921276864864,0.0,0.0,0.0
100001357,0.03845533913280936,0.0,0.0,0.0
100001360,0.06637443028174812,0.0,0.0,0.0
100001361,0.042526916357846826,0.0,0.0,0.0
100001362,0.01028028161627577,0.0,0.0,0.0
100001363,0.0666476996650524,0.0,0.0,0.0
100001365,0.08688225940191725,0.0,0.0,0.0
100001366,0.044523323240326075,0.0,0.0,0.0
100001368,0.04025684723983595,0.0,0.0,0.0
100001370,0.047227331463867615,0.0,0.0,0.0
100001371,0.016406656819908206,0.0,0.0,0.0
100001372,0.00017492265726037432,0.0,0.0,0.0
100001373,0.007701753613683536,0.0,0.0,0.0
100001376,0.0322870486757322,0.0,0.0,0.0
100001378,0.04771567502580968,0.0,0.0,0.0
100001386,0.0342629732932665,0.0,0.0,0.0
100001393,0.03719182688414863,0.0,0.0,0.0
100001395,0.0737203362010998,0.0,0.0,0.0
100001397,0.047634559673320656,0.0,0.0,0.0
100001398,0.047545682593454076,0.0,0.0,0.0
100001400,0.02481734583498573,0.0,0.0,0.0
100001401,0.11242950361713107,0.0,0.0,0.0
100001404,0.021519024772415324,0.0,0.0,0.0
100001405,0.022955611884303246,0.0,0.0,0.0
100001413,0.04063785657503368,0.0,0.0,0.0
100001418,0.022397718960980747,0.0,0.0,0.0
100001419,0.05946252390615029,0.0,0.0,0.0
100001421,0.03593830578262593,0.0,0.0,0.0
100001428,0.03702395217219402,0.0,0.0,0.0
100001435,0.019794611948451127,0.0,0.0,0.0
100001437,0.03627228807726991,0.0,0.0,0.0
100001438,0.027920831629510746,0.0,0.0,0.0
100001466,0.050669266471733365,0.0,0.0,0.0
100001473,0.013666143155410818,0.0,0.0,0.0
100001478,0.04756444217471893,0.0,0.0,0.0
100001479,0.030625953944895295,0.0,0.0,0.0
100001485,0.03797422109397035,0.0,0.0,0.0
100001488,0.030856192718141107,0.0,0.0,0.0
100001492,0.04599107731623103,0.0,0.0,0.0
100001493,0.02173934226010385,0.0,0.0,0.0
100001494,0.00578120528444786,0.0,0.0,0.0
100001496,0.06963592569396071,0.0,0.0,0.0
100001498,0.022825356086970294,0.0,0.0,0.0
100001508,0.013978872046838599,0.0,0.0,0.0
100001523,0.06829202828246934,0.0,0.0,0.0
100001525,0.044451053912955486,0.0,0.0,0.0
100001526,0.05420362624396113,0.0,0.0,0.0
100001530,0.04624172277389709,0.0,0.0,0.0
100001546,0.019117272949371482,0.0,0.0,0.0
100001547,0.017292281750253498,0.0,0.0,0.0
100001550,0.04481951653854466,0.0,0.0,0.0
100001557,0.04613083580785794,0.0,0.0,0.0
100001559,0.11434622342090761,0.0,0.0,0.0
100001563,0.024717069228631153,0.0,0.0,0.0
100001566,0.045851090482497546,0.0,0.0,0.0
100001575,0.012511277756740038,0.0,0.0,0.0
100001577,0.04892260925738909,0.0,0.0,0.0
100001578,0.028738629765750832,0.0,0.0,0.0
100001587,0.0063877920243001025,0.0,0.0,0.0
100001590,0.03044608054022248,0.0,0.0,0.0
100001601,0.022585890068404453,0.0,0.0,0.0
100001606,0.011983293276202428,0.0,0.0,0.0
100001607,0.04169470924513772,0.0,0.0,0.0
100001611,0.023802596326921287,0.0,0.0,0.0
100001614,0.025977625293795485,0.0,0.0,0.0
100001620,0.04768860789251134,0.0,0.0,0.0
100001623,0.07616352561681987,0.0,0.0,0.0
100001626,0.061184372419924284,0.0,0.0,0.0
