path,bytes,sha256
class_composition.csv,9508,3f694a8eb94743bece4ddb1479b74c324d9ae69739dcc89f182878af97746f55
comparator/comparator.json,2265,43d81d8a88aecfd63deb0ed98689cc54020e9b39959e5f1f961dbc1d3bb29e3a
comparator/field_comparison.csv,1444528,c47115d0c828a67536eae7b681a6043ce6a055078a35f125c5cba1509e6302fb
implementation_a/bootstrap_metrics.npz,58013158,c469034021aaa8fb1e71068fd42ba193ff433a2656af68605e5517647015be09
implementation_a/hypotheses.csv,244964,8392e03023b2c4add9c78348a98eb52f27d24aa6d28cc5b8150ab7cc21ca03c6
implementation_a/judgment.json,370,f9e45e9dc9ceae85b5ee8ea63824cdfd07290021f0ff876e4399191e835c42fa
implementation_a/manifest.csv,926,5da763bf17f2b465ab246e42520742d19b437420bb862f5e7e2bafb6aaa44142
implementation_a/metrics.csv,38818,103825e3e61b07a94d1cd75b57abbd20064f5981f3c12e5b6be82eec966790d6
implementation_a/multiplicities.npz,32039070,f9043d40c433ce7dba905021da116dc131252acdd43725023f46a5e2e5d30bcb
implementation_a/multiplicity_sha256.csv,3105585,2016698baf963a854aa60830c13f7e1e2642d025f58be7e3e3d5d0d7c1d9bd0b
implementation_a/primary_family.csv,5869,f711113b0c2d765583f58eccaef547dba2af3b41a499bee2fd1223c2b511f9f3
implementation_a/primary_replicates.parquet,3512233,3457b37fa0cf25a917c94841453072585b6b494577e248b5b70c434a0a5ba36f
implementation_a/protocol.json,885,882d44bf84086d3f721a231bb8c7c6d56efb53d8d5b61c0a7a5f85738debf8df
implementation_a/three_way_decomposition.csv,385,0c7cbc9ec0c0b6e71de70e1fb655bc3c599d3ac8a5f853084102e5006a2d6b1a
implementation_b/bootstrap_metrics.npz,58013220,81c7cbf8fe9e2b8dbdb4526ea9f28574e53c2b1c6294193502495022a30ca861
implementation_b/hypotheses.csv,244962,4d57ed10ecafbc7af05f20875e118b5109067fffba94d89623ade2b8a969b775
implementation_b/judgment.json,344,b452817e2186a48725780784003b844b4f266792538e3a29be52649b31813592
implementation_b/multiplicities.npz,32039070,f9043d40c433ce7dba905021da116dc131252acdd43725023f46a5e2e5d30bcb
implementation_b/multiplicity_sha256.csv,3105585,2016698baf963a854aa60830c13f7e1e2642d025f58be7e3e3d5d0d7c1d9bd0b
implementation_b/primary_family.csv,5866,9e8b90928e8ef82884f6e1b0227ee18ee404ecc59925ac4dbb89772b22918fea
implementation_b/protocol.json,190,6c80cff35f789fade448e56f111fd179e224cd401d122e21a6f3519219ebbf0b
inputs/cluster_universe.csv,189551,a31d6ae3ac6f3fa9a849a0d215edd0aa997d9b8cf67429695296debed430a934
inputs/derived_input_manifest.csv,885,8bca18133587881411aab421f1ce0b991a4f5855b807ca8e3f86a8c5a9aeef46
inputs/join_audit.csv,917,ad29045b635b7c447d859d82d6f8a6f03ffa96b4568548a427a27d3bc1a9c050
inputs/matched_rows_enriched.parquet,37491448,9b5285612a440f4a9eb21b26ae0f35e10498ff64f626f96d7cf36c20f10ca99e
inputs/source_inventory.csv,4670,10520b1227ac80001b93b839c509ca93af44cfdf656304b346b2ad2a6e9a5799
lineage_status.csv,4603,6b0ad0499832d980541b8e00efcb96cbf00dcd1b7d144b8d82af85bc6aab25d5
matching_diagnostics.csv,1184,43117a2e42052ab1ab12673aa3958297d42c2f1d303228f1de2dfe0e89e5b789
mechanism_diagnostics.csv,2969,b1da157fd658d871d2039060afd1083db1b296ca0c346f1eaf0155e5be4c8683
nms_config_inventory.csv,4253,e07120f835ecd07fd41eec2f1ff69b6eca982ae67eec953b05c29178ba37fde0
smoke_a/bootstrap_metrics.npz,116478,c041b21b04b317d24d553ca78e2e20046689191df4e0d8be2e7b1218a6f67e3e
smoke_a/hypotheses.csv,244543,ee1928d672f571b6d041f481a7c131af142a42e7280feb37ed0d752985c3e687
smoke_a/judgment.json,366,670b99a6417055e8545fc5706b0c33586effa704e0779b1b1ce29263926e3aad
smoke_a/manifest.csv,916,395cc9383a2a2778c1836301acb7d717a542d03826b105f8477fb4d899f23a5e
smoke_a/metrics.csv,38818,103825e3e61b07a94d1cd75b57abbd20064f5981f3c12e5b6be82eec966790d6
smoke_a/multiplicities.npz,65372,5b5325bcae0371d1e2bcee340a2a01a0b1c30629d6a33b409fdd02db5cd5e9c1
smoke_a/multiplicity_sha256.csv,6045,4071e3af7cf2eead16558f63ece07da4ded800a43a01f7f1a90618e5dedb250c
smoke_a/primary_family.csv,5823,35c6c35d0edf742352798005ae5013dc405c826a521bb5103e823038e69b36e0
smoke_a/primary_replicates.parquet,10373,f5f96bf50631323a414256abc4e6f94cbddaa832f5278af0279bd97aa96d99fb
smoke_a/protocol.json,882,011c1d7b64a291abfe2b4f5a6a51765a8cba655989485aed6bdc4605c764b5b1
smoke_a/three_way_decomposition.csv,385,0c7cbc9ec0c0b6e71de70e1fb655bc3c599d3ac8a5f853084102e5006a2d6b1a
smoke_b/bootstrap_metrics.npz,116476,14c06958ff276c821f857a84d3c31e6c781db1e9b1294fe01d61ee5dd80a5366
smoke_b/hypotheses.csv,244531,a7f8090b753fda4aa5cf85c9f194d7995dc3d179130739e5fdfc736f086b030b
smoke_b/judgment.json,341,b349d7a760ed577cd612c1bade9cae126af1e31b45cf7b350d96944a78e3c2cb
smoke_b/multiplicities.npz,65372,5b5325bcae0371d1e2bcee340a2a01a0b1c30629d6a33b409fdd02db5cd5e9c1
smoke_b/multiplicity_sha256.csv,6045,4071e3af7cf2eead16558f63ece07da4ded800a43a01f7f1a90618e5dedb250c
smoke_b/primary_family.csv,5825,b483038afb82552703cc26ab624a45ef224beb982afe3523bb23a1a61d1fb52d
smoke_b/protocol.json,187,f8bd0985255f1bdbe7b249a0787baed78e113d2c712887e762769154dbb9e345
