unit_id,image_id,pred_id,gt_id,class_id,cluster_id,angle_error_deg,Y,detection_score,pred_w,pred_h,gt_w,gt_h,pred_ar,gt_ar,pred_area,iou,u_axis,missing_fraction,iou_loss,center_dispersion,scale_dispersion,score_dispersion,association_ambiguity
unit_022_psc_dior,11726,0,5,0,11726,0.1696482386047767,0.0018849804289419,0.9911600947380066,78.7306900024414,72.19391632080078,86.0,69.0,1.0905446610292455,1.2463768115942029,5683.8768459151615,0.8529035507734192,1.195226785211112e-05,0.0,0.0528524948811451,0.3417417120527986,0.0486505884669243,0.0023950135057475,0.0792787423217177
unit_022_psc_dior,11726,1,10,0,11726,0.1724051305512945,0.001915612561681,0.9862013459205629,98.34597778320312,88.29562377929688,92.99998474121094,82.99998474121094,1.1138261849650448,1.120481949860345,8683.519454552792,0.8889255205215947,1.1267679888460336e-05,0.0,0.0199318320832495,0.287175013509811,0.0118830169711199,0.003316902749133,0.0395320686136973
unit_022_psc_dior,11726,2,6,0,11726,0.0988465043385311,0.0010982944926503,0.9800410866737366,97.0760726928711,81.41614532470703,89.0,81.0,1.1923442494815806,1.0987654320987654,7903.559641914617,0.9109730968665682,8.497999398393574e-06,0.0,0.0534220194817658,0.356129592517145,0.0332253641615324,0.0190626191002291,0.0801330292226487
unit_022_psc_dior,11726,3,7,0,11726,4.125773263668035,0.045841925151867,0.9781535863876344,97.68927001953124,72.27008056640625,67.0,67.0,1.351724935878109,1.0,7060.011414784938,0.631748328020414,0.0007410378846673,0.0,0.0698203083808542,0.5723302694645632,0.0176859374974756,0.0050762840036189,0.1047304625712816
unit_022_psc_dior,11726,4,0,0,11726,89.95889842605303,0.9995433158450336,0.975630223751068,55.82894134521485,53.13869857788086,59.0,57.0,1.0506268094502,1.0350877192982455,2966.677286065562,0.8694027067316514,0.0001155436452461,0.0,0.0647224733770972,0.3568426205856744,0.0057682873118719,0.0096994601636791,0.0970837100656457
unit_022_psc_dior,11726,5,18,0,11726,0.0753028355993905,0.0008366981733265,0.967944085597992,45.32426071166992,40.78573989868164,40.99999237060547,35.99999237060547,1.111277147950796,1.1388889183232875,1848.583508486205,0.7984492197837715,1.4646162496134707e-06,0.0,0.041839303540415,0.2873887533942312,0.0416093107519469,0.0056943725804358,0.0627589553106226
unit_022_psc_dior,11726,6,14,0,11726,89.98703880543349,0.9998559867270388,0.956273078918457,45.83152770996094,45.60896301269531,40.99999237060547,36.99999237060547,1.0048798455953425,1.108108130399989,2090.3284521389287,0.725722990181479,0.6666667896786964,0.0,0.0842368883065365,0.7478442093959667,0.0202732652673047,0.0084069432669638,0.1263553324598049
unit_022_psc_dior,11726,7,2,0,11726,89.89321932699418,0.9988135480777132,0.9424784779548644,133.4188690185547,104.27837371826172,100.0,80.0,1.2794490771310307,1.25,13912.702684584656,0.5570482040965515,4.828872930207062e-05,0.0,0.0663993122304401,1.39326746393546,0.0320514486431116,0.0186681320087351,0.1918639187537461
unit_022_psc_dior,11726,8,17,0,11726,89.63159576102602,0.9959066195669558,0.9335492849349976,83.46273040771484,65.84895324707031,91.0,81.0,1.2674875801678471,1.123456790123457,5495.9334324904485,0.7080630211820137,8.048327673249034e-05,0.0,0.0621839677430101,0.1006211174881578,0.0775028564496613,0.024275015107234,0.1309165944316759
unit_022_psc_dior,11726,9,28,0,11726,8.045256774690328,0.0893917419410036,0.931328058242798,45.17084503173828,42.906681060791016,47.707820892333984,39.4583854675293,1.0527694968468746,1.209066725033472,1938.1310410232109,0.849437861431151,0.0047837160983732,0.0,0.0912628868873804,0.3068083076809231,0.0280472688926221,0.0195300106280408,0.1368943303310708
unit_022_psc_dior,11726,10,9,0,11726,0.0491636983106984,0.0005462633145633,0.9225034713745116,51.96637344360352,43.88947296142578,58.0,46.0,1.184028194853843,1.2608695652173914,2280.776742156392,0.8548642464142445,9.08261688024048e-05,0.0,0.0690550084782105,0.1708327353149622,0.0527481420846938,0.0135546771021147,0.1035825127173157
unit_022_psc_dior,11726,11,30,0,11726,11.952287818827218,0.132803197986969,0.8700281381607056,37.18383407592773,35.994049072265625,45.92436981201172,35.5098876953125,1.033055047551704,1.2932840060227504,1338.3967484239256,0.7148893210113966,0.0032564995946228,0.0,0.1253001642258181,0.5353847792010219,0.0558740577968136,0.0150451539648108,0.1879502463387272
unit_022_psc_dior,11726,12,15,0,11726,0.0018851322109235,2.094591345470577e-05,0.8204829692840576,40.89813232421875,38.48176574707031,46.99999237060547,36.99999237060547,1.0627925078342435,1.2702703259999717,1573.8323475932702,0.840870074619697,7.834578525933722e-07,0.0,0.0547922120934862,0.2412957169134116,0.0158849888612266,0.0287641986941353,0.083422564905404
unit_022_psc_dior,11726,13,1,0,11726,0.2510615890331614,0.0027895732114795,0.6295434832572937,55.78194427490234,47.02263641357422,57.0,46.0,1.186278535815987,1.2391304347826086,2623.014084080991,0.9578108946847528,2.8163485429222312e-05,0.0,0.0586006978590152,0.4158317173312422,0.0295461305155603,0.1015736819718134,0.16635697306145
unit_022_psc_dior,11726,14,29,0,11726,3.458114689232114,0.0384234965470234,0.6110259890556335,53.20369720458984,44.75887680053711,56.07252883911133,42.718505859375,1.1886736443741903,1.3126051043006144,2381.3377285133174,0.8210556478525103,0.0014974110785934,0.0,0.0908512580566426,0.5592492873014681,0.0390796903079913,0.1331848015247078,0.1362768870849639
unit_022_psc_dior,11726,15,22,0,11726,12.374989625160618,0.1374998847240068,0.5162243247032166,40.71751403808594,38.77346420288086,45.89117431640625,36.86983108520508,1.0501386676473603,1.24468089399035,1578.759072986024,0.7959179852832893,0.003698371373239,0.0,0.0777445764478385,0.2398780810923956,0.0436932910833021,0.1613801183983425,0.1166168646717577
unit_022_psc_dior,11726,16,4,0,11726,0.0143433989245534,0.0001593710991617,0.4234355390071869,52.91684341430664,52.64236068725586,55.99999237060547,46.99999237060547,1.0052141036888802,1.1914893927861303,2785.66755744697,0.8486702854708011,0.6665930840753214,0.0,0.0610524616997082,0.3498495611381116,0.0249914796629499,0.1217277863127892,0.1575894726895201
unit_022_psc_dior,11726,17,16,0,11726,89.90019978032593,0.9988911086702882,0.3690756261348724,40.93646240234375,36.516563415527344,43.0,35.0,1.121038196736142,1.2285714285714286,1494.8589253225364,0.7423035895658003,0.6666690491117068,0.0,0.1940529514898646,0.7844342272498964,0.0873527179485723,0.0591134430723017,0.306859166125909
unit_022_psc_dior,11726,21,21,18,11726,8.980471738046358,0.0997830193116262,0.2527714073657989,32.70746994018555,9.497566223144531,26.816329956054688,7.062891960144043,3.4437738228643267,3.796791754337948,310.64136174842133,0.5851174880011548,1.2612199271844204e-05,0.0,0.1051578112595145,0.5554751662235442,0.0295777363422382,0.0199849457179173,0.1577367168892719
unit_022_psc_dior,11726,36,11,0,11726,0.2629759434238309,0.0029219549269314,0.0961722657084465,41.3829231262207,35.970149993896484,38.0,36.0,1.1504795819100746,1.0555555555555556,1488.5499520360463,0.7430853235772377,2.3994140318839285e-05,0.3333333333333333,0.1709479402252267,0.0,0.132742692020225,0.053760077804327,0.6709212051690662
unit_022_psc_dior,11726,65,26,18,11726,3.4013724709842696,0.0377930274553807,0.0587744936347007,16.975160598754883,7.626854419708252,16.031219482421875,8.046798706054688,2.225709272080773,1.992248106114477,129.46707863787103,0.7585115632307933,2.8390767597086253e-05,0.3333333333333333,0.1094495333106099,0.0,0.0581808393149985,0.0039862282574176,0.5695335594420143
unit_022_psc_dior,11727,0,1,5,11727,0.1629956476933975,0.0018110627521488,0.8037468791007996,103.31429290771484,99.04385375976562,114.99998474121094,99.99998474121094,1.0431166497045574,1.150000022888187,10232.6457180453,0.7892512544194946,1.8838455831948764e-06,0.0,0.0232146384534654,0.134791593568094,0.0281476320620202,0.0512807708579471,0.0348219576801982
unit_022_psc_dior,11727,1,0,5,11727,0.0330103009236183,0.0003667811213735,0.766797661781311,117.5405502319336,108.6512222290039,112.0,103.0,1.0818152600639288,1.087378640776699,12770.924444169214,0.8899520956111384,0.666666433612209,0.0,0.0634161095415862,0.0174120492574969,0.0344551257329737,0.0312849665922747,0.0951241643123794
unit_022_psc_dior,11727,2,2,5,11727,88.143488786177,0.9793720976241888,0.6647542119026184,118.52764892578124,109.47581481933594,118.0,103.0,1.0826834138789765,1.145631067961165,12975.91094477009,0.814698126099599,0.002398661011896,0.0,0.0436874566457797,0.1201526915829583,0.0049352107631311,0.0263241238392238,0.0655311849686696
unit_022_psc_dior,11728,0,1,13,11728,0.1114276994494814,0.0012380855494386,0.9836685061454772,58.63044357299805,21.82865524291992,63.0,19.0,2.6859393270235787,3.3157894736842106,1279.8237394944445,0.8173940798936823,0.0001211456369839,0.0,0.0614624376519922,0.3101779423321298,0.0440451027251876,0.0064224497580425,0.0921936564779882
unit_022_psc_dior,11728,2,2,4,11728,0.0312934222988311,0.0003477046922092,0.3718223869800567,183.288803100586,75.22734069824219,153.0,68.0,2.4364652717927164,2.25,13788.329237020807,0.7296688234143094,5.626748387299596e-05,0.0,0.0556643731669178,1.782653403368789,0.0339927476662905,0.0257757522503898,0.1366307848622093
unit_022_psc_dior,11728,5,0,4,11728,0.0046010430224213,5.112270024912587e-05,0.2003915607929229,201.6939849853516,63.77342224121094,139.0,56.0,3.162665227882582,2.482142857142857,12862.715667983284,0.5928356433340248,1.3729088671365908e-05,0.0,0.1058152831827529,3.215721573867304,0.0864455533817091,0.0053292105098588,0.2013620796393838
unit_022_psc_dior,11730,1,0,12,11730,0.0797965297824006,0.0008866281086933,0.2036287039518356,637.7009887695312,80.42991638183594,698.891357421875,94.63848114013672,7.928654130909277,7.384853909341442,51290.2372033475,0.5702645684729573,3.799242973001604e-06,0.3333333333333333,0.0901484250117221,0.0,0.0282687960888008,0.0322412028908729,0.5161164230776283
unit_022_psc_dior,11731,0,12,3,11731,1.506032641104221,0.0167336960122691,0.9884250164031982,112.47435760498048,65.47720336914062,116.72528839111328,74.43118286132812,1.717763615695132,1.5682310008237117,7364.506386714755,0.795158770274277,0.0007477752970174,0.0,0.0782124002470711,0.2875388170436386,0.0235954553063334,0.003167289137524,0.1173186003706065
unit_022_psc_dior,11731,1,9,3,11731,0.5546907416251119,0.0061632304625012,0.985388457775116,117.09436798095705,64.1773681640625,115.0613021850586,73.43633270263672,1.8245430021626616,1.566817104701735,7514.808363852091,0.8542778625701581,0.0001915115828087,0.0,0.039070513855281,0.363852854050684,0.0176702170395328,0.0075911833386125,0.0586057707829216
unit_022_psc_dior,11731,2,2,3,11731,0.0510768132086759,0.000567520146763,0.984427273273468,118.28629302978516,71.49009704589844,114.62984466552734,69.45835876464844,1.65458291312491,1.6503390909931694,8456.29856789892,0.90697564545753,8.208162557632459e-05,0.0,0.0389790059384941,0.1370968427603432,0.0206026608272085,0.0047068230504528,0.0584685089077413
unit_022_psc_dior,11731,3,10,3,11731,0.9032700857755892,0.0100363342863954,0.9826161861419678,113.63961791992188,64.13137817382812,116.61844635009766,76.52587127685547,1.7719815347161516,1.523908769730895,7287.865312351845,0.786945658328877,0.0001318126504434,0.0,0.0353655332816346,0.2974000845899627,0.0214148519757104,0.0045112624944029,0.0530482999224519
unit_022_psc_dior,11731,4,8,3,11731,0.6206133720422731,0.006895704133803,0.9818846583366394,113.98243713378906,63.27351760864258,117.12882232666016,75.42437744140625,1.8014240624140694,1.5529305815968075,7212.069743060798,0.7952167818138614,8.644422120940298e-05,0.0,0.074127804393143,0.2542307754917582,0.0415477776565764,0.0056619864710607,0.1111917065897145
