path,bytes,sha256
comparator/comparator.json,897,f59e920e6e9cb06e8c5e8ac0c62d0e5768cd0cd80740e50525b3206f7fda1608
comparator/table_comparison.csv,178,3da1add105aa21e25de8b32584e1369c725d708bf656cf09d3954a9786bc939b
endpoint_audit/clean_endpoint_asset_manifest.csv,158472,4c7b592aff7d84813aca5bf972ab5ab14da7cadd08aacaf35a01456083e5d515
endpoint_audit/endpoint_consumption_audit.csv,2124,2b1941300e9e69db130937a84f1c68fa33a74e0f6669cbc2fc36ac5463e78d86
endpoint_audit/summary.json,323,2c464a70c4889131950495804d624560e049adc2e66d2ee249a65e8c0738d109
fit_target_label_guard.csv,498,5d6eab724f7e0f80c9aba5656d391704b86e187a7e29fbf8ddf1329d8b5b7c9f
implementation_a/bootstrap_multiplicities.npz,66044758,61a5f1636780e24de61eb0225d7e87357381c085e409f10bd98076f294d77dce
implementation_a/bootstrap_replicates.parquet,2326899,c626965cd6634bfc5ee9c0c96ff8037dde761cb5b905748b0661909a8b1412a8
implementation_a/common_support.jsonl,2895,b20fb923e2ac07bc1c8173acffb96555879775e914b681b2d05ff993a03afe87
implementation_a/judgment_partial.json,307,774990d9bd22e4405ada7dcf3521597aee1833960120124cc86aa754b209810e
implementation_a/leakage_linear_probe.csv,409,bdc0b110f5e8e558cc5dc6fd451353106d407a9a6d6b148df808678d0c56c225
implementation_a/protocol.json,1362,c9f739843da4bf23c5df6adf8ec48d2909addd87c44b114fe15f1ab4637fc99e
implementation_a/source_oof_predictions.parquet,9657188,2b87f19da23195529e7183d6334c691bd74f44d9d3f751c15affb3872c6e4596
implementation_a/t2_evidence_increment.csv,3316,19abe8abec0a1f99ad2d96f2ab264ceca306ff8736e90bd6fa2a069a84662551
implementation_a/t3_multimodality_strata.csv,55258,c4604bc4b7c0ba0e98bafe23030f8b0cf01d9c4dd88c53c4a71e99e77f3de734
implementation_a/t3_multimodality_summary.json,471,2891bd074ee44e770b45d1ecb22b6b9ded6ceaa2edfd7141142784acbef49899
implementation_a/t4_source_only_calibration.csv,3289,f4cb0154782aa0f4f49934503312b09b4563bb1df22a7cd1d23de0e2acb0576e
implementation_a/target_predictions_common_support.parquet,8579581,b1a0e84c52f914875dc49a37da00e031f4f168769a6b5469745d3568058b8995
implementation_b/bootstrap_multiplicities.npz,66044758,61a5f1636780e24de61eb0225d7e87357381c085e409f10bd98076f294d77dce
implementation_b/bootstrap_replicates.parquet,2326879,808a04592b7487456b11dd99125b5ae43ba771332cba7c155840a0d865be4f6d
implementation_b/judgment_partial.json,282,c2ad539f642f4dd15287de07a24f99edcfbe42f75e572f90c92d9d19e6aa1999
implementation_b/leakage_linear_probe.csv,409,bdc0b110f5e8e558cc5dc6fd451353106d407a9a6d6b148df808678d0c56c225
implementation_b/t2_evidence_increment.csv,3309,76c65cb9ca85cbc37f37eed3169f326243eadc3325f1eeb9f6ebf360e5325629
implementation_b/t3_multimodality_strata.csv,55258,c4604bc4b7c0ba0e98bafe23030f8b0cf01d9c4dd88c53c4a71e99e77f3de734
implementation_b/t3_multimodality_summary.json,471,2891bd074ee44e770b45d1ecb22b6b9ded6ceaa2edfd7141142784acbef49899
implementation_b/t4_source_only_calibration.csv,3289,f4cb0154782aa0f4f49934503312b09b4563bb1df22a7cd1d23de0e2acb0576e
inputs/cluster_universe.csv,176693,4131f34dbeaa442e1328a7f3fb8b2306ac7ac40d09563561ad504b74e8bedb53
inputs/join_audit.csv,475,64bf9339a93e3a78ac83937ce670ca20154e9fbe5a2a265d39f82a7d7417834f
inputs/preparation_summary.json,599,2c10a07c468ced8de8fafde88c2782a530fd175fd53cb6977fd02cfae21d07af
inputs/qsetod_rows.parquet,34796105,bb4184089a0cb9e0584cdf9fe340fe76a5d831090f07a6bc0c73e4499ac8da51
inputs/source_inventory.csv,3351,3205f62ba8729fd89c89b80cdf2f65971bccce758e0898115342b955353ed8e1
judgment.json,552,3fe523764c7f6774318ec9d838fdb9838c991c323b8dc9386e4b0ef858a4a4cc
smoke_a/bootstrap_multiplicities.npz,134879,5a119a05f9afc610390eb3e54928e56da788ad6caa3a33cf749a4490eb5a367a
smoke_a/bootstrap_replicates.parquet,8031,2a6e5795e53e8ac6f34d479a12ace1edc3a4d606a57eaa0eba224cb10ab46001
smoke_a/common_support.jsonl,2895,b20fb923e2ac07bc1c8173acffb96555879775e914b681b2d05ff993a03afe87
smoke_a/judgment_partial.json,303,1c90406720b5124b81a96957aa6c17cfe0129f02a0a3a7d637eea6579325a30a
smoke_a/leakage_linear_probe.csv,409,bdc0b110f5e8e558cc5dc6fd451353106d407a9a6d6b148df808678d0c56c225
smoke_a/protocol.json,1359,1d6c5a71ddeff590e7ed6c8b8941647eb7bef0f65950f6510d58f18a3b53028c
smoke_a/source_oof_predictions.parquet,9657188,2b87f19da23195529e7183d6334c691bd74f44d9d3f751c15affb3872c6e4596
smoke_a/t2_evidence_increment.csv,3307,6f0a74cdd209d040090f055987154af45eb9129ed5d4eb53770f6e994dbcf56d
smoke_a/t4_source_only_calibration.csv,3289,f4cb0154782aa0f4f49934503312b09b4563bb1df22a7cd1d23de0e2acb0576e
smoke_a/target_predictions_common_support.parquet,8579581,b1a0e84c52f914875dc49a37da00e031f4f168769a6b5469745d3568058b8995
smoke_b/bootstrap_multiplicities.npz,134879,5a119a05f9afc610390eb3e54928e56da788ad6caa3a33cf749a4490eb5a367a
smoke_b/bootstrap_replicates.parquet,8034,a9a56c25d8344250f805a8e08c0a7c8fdbe0c509da088f21ceed79927cfc8f3c
