image_id,prediction_id,score
100000002,0,0.999273955821991
100000002,1,0.05102584883570671
100000002,2,0.05102584883570671
100000002,3,0.05102584883570671
100000002,4,0.05102584883570671
100000002,5,0.05102584883570671
100000002,6,0.05102584883570671
100000002,7,0.05102584883570671
100000002,8,0.05102584883570671
100000002,9,0.05102584883570671
100000002,10,0.05102584883570671
100000006,0,0.9991439580917358
100000006,1,0.05204734951257706
100000006,2,0.05102584883570671
100000006,3,0.05102584883570671
100000006,4,0.05102584883570671
100000006,5,0.05102584883570671
100000006,6,0.05102584883570671
100000006,7,0.05102584883570671
100000006,8,0.05102584883570671
100000006,9,0.05102584883570671
100000006,10,0.05102584883570671
100000006,11,0.05102584883570671
100000006,12,0.05102584883570671
100000006,13,0.05102584883570671
100000006,14,0.05102584883570671
100000006,15,0.05102584883570671
100000006,16,0.05102584883570671
100000011,0,0.9997988343238831
100000011,1,0.9995680451393127
100000011,2,0.05102584883570671
100000011,3,0.05102584883570671
100000011,4,0.05102584883570671
100000011,5,0.05102584883570671
100000011,6,0.05102584883570671
100000011,7,0.05102584883570671
100000011,8,0.05102584883570671
100001291,0,0.9979434609413147
100001291,1,0.9846657514572144
100001291,2,0.052435584366321564
100001291,3,0.05102584883570671
100001291,4,0.05102584883570671
100001291,5,0.05102584883570671
100001291,6,0.05102584883570671
100001291,7,0.05102584883570671
100001291,8,0.05102584883570671
100001291,9,0.05102584883570671
100001291,10,0.05102584883570671
100001291,11,0.05102584883570671
100001291,12,0.05102584883570671
100001291,13,0.05102584883570671
100001292,0,0.9997655749320984
100001292,1,0.9951593279838562
100001292,2,0.05102584883570671
100001292,3,0.05102584883570671
100001292,4,0.05102584883570671
100001292,5,0.05102584883570671
100001292,6,0.05102584883570671
100001292,7,0.05102584883570671
100001292,8,0.05102584883570671
100001292,9,0.05102584883570671
100001292,10,0.05102584883570671
100001292,11,0.05102584883570671
100001298,0,0.9998468160629272
100001298,1,0.9998001456260681
100001298,2,0.05102584883570671
100001298,3,0.05102584883570671
100001298,4,0.05102584883570671
100001298,5,0.05102584883570671
100001298,6,0.05102584883570671
100001298,7,0.05102584883570671
100001298,8,0.05102584883570671
100001298,9,0.05102584883570671
100001298,10,0.05102584883570671
100001298,11,0.05102584883570671
100001298,12,0.05102584883570671
100001304,0,0.9998063445091248
100001304,1,0.99901282787323
100001304,2,0.9989227652549744
100001304,3,0.05102584883570671
100001304,4,0.05102584883570671
100001304,5,0.05102584883570671
100001304,6,0.05102584883570671
100001304,7,0.05102584883570671
100001304,8,0.05102584883570671
100001304,9,0.05102584883570671
100001304,10,0.05102584883570671
100001304,11,0.05102584883570671
100001306,0,0.9998874664306641
100001306,1,0.4225241541862488
100001306,2,0.06536155194044113
100001306,3,0.0579848438501358
100001306,4,0.05102584883570671
100001306,5,0.05102584883570671
100001306,6,0.05102584883570671
100001306,7,0.05102584883570671
100001306,8,0.05102584883570671
100001306,9,0.05102584883570671
100001306,10,0.05102584883570671
100001306,11,0.05102584883570671
100001306,12,0.05102584883570671
100001306,13,0.05102584883570671
100001306,14,0.05102584883570671
100001306,15,0.05102584883570671
100001306,16,0.05102584883570671
100001306,17,0.05102584883570671
100001306,18,0.05102584883570671
100001307,0,0.9999302625656128
100001307,1,0.05370387062430382
100001307,2,0.05102584883570671
100001307,3,0.05102584883570671
100001307,4,0.05102584883570671
100001307,5,0.05102584883570671
100001307,6,0.05102584883570671
100001307,7,0.05102584883570671
100001307,8,0.05102584883570671
100001307,9,0.05102584883570671
100001307,10,0.05102584883570671
100001307,11,0.05102584883570671
100001307,12,0.05102584883570671
100001310,0,0.9998739957809448
100001310,1,0.9998351335525513
100001310,2,0.9978852868080139
100001310,3,0.34608879685401917
100001310,4,0.05102584883570671
100001310,5,0.05102584883570671
100001310,6,0.05102584883570671
100001310,7,0.05102584883570671
100001310,8,0.05102584883570671
100001310,9,0.05102584883570671
100001318,0,0.9999693632125854
100001318,1,0.9999470710754395
100001318,2,0.9998745918273926
100001318,3,0.9997227787971497
100001318,4,0.41253650188446045
100001318,5,0.060365356504917145
100001318,6,0.05102584883570671
100001318,7,0.05102584883570671
100001318,8,0.05102584883570671
100001318,9,0.05102584883570671
100001318,10,0.05102584883570671
100001318,11,0.05102584883570671
100001319,0,0.9998841285705566
100001319,1,0.9998743534088135
100001319,2,0.9994055032730103
100001319,3,0.9991074204444885
100001319,4,0.9858425259590149
100001319,5,0.5704430341720581
100001319,6,0.0587567500770092
100001319,7,0.05102584883570671
100001319,8,0.05102584883570671
100001319,9,0.05102584883570671
100001319,10,0.05102584883570671
100001319,11,0.05102584883570671
100001319,12,0.05102584883570671
100001319,13,0.05102584883570671
100001321,0,0.9996634721755981
100001321,1,0.9995666146278381
100001321,2,0.9987515211105347
100001321,3,0.9983221888542175
100001321,4,0.9975588321685791
100001321,5,0.9974253177642822
100001321,6,0.05721820890903473
100001321,7,0.05102584883570671
100001321,8,0.05102584883570671
100001321,9,0.05102584883570671
100001321,10,0.05102584883570671
100001321,11,0.05102584883570671
100001321,12,0.05102584883570671
100001321,13,0.05102584883570671
100001324,0,0.9993384480476379
100001324,1,0.9991307854652405
100001324,2,0.9971298575401306
100001324,3,0.9873063564300537
100001324,4,0.054405082017183304
100001324,5,0.05163096636533737
100001324,6,0.05102584883570671
100001324,7,0.05102584883570671
100001324,8,0.05102584883570671
100001324,9,0.05102584883570671
100001324,10,0.05102584883570671
100001324,11,0.05102584883570671
100001324,12,0.05102584883570671
100001324,13,0.05102584883570671
100001324,14,0.05102584883570671
100001327,0,0.9999371767044067
100001327,1,0.7410397529602051
100001327,2,0.05227993056178093
100001327,3,0.05102584883570671
100001327,4,0.05102584883570671
100001327,5,0.05102584883570671
100001327,6,0.05102584883570671
100001327,7,0.05102584883570671
100001327,8,0.05102584883570671
100001327,9,0.05102584883570671
100001327,10,0.05102584883570671
100001327,11,0.05102584883570671
100001327,12,0.05102584883570671
100001327,13,0.05102584883570671
100001327,14,0.05102584883570671
100001327,15,0.05102584883570671
100001327,16,0.05102584883570671
100001327,17,0.05102584883570671
100001327,18,0.05102584883570671
100001328,0,0.9998181462287903
100001328,1,0.05102584883570671
100001328,2,0.05102584883570671
100001328,3,0.05102584883570671
100001328,4,0.05102584883570671
100001328,5,0.05102584883570671
100001328,6,0.05102584883570671
100001328,7,0.05102584883570671
100001328,8,0.05102584883570671
100001328,9,0.05102584883570671
100001328,10,0.05102584883570671
100001328,11,0.05102584883570671
100001328,12,0.05102584883570671
100001328,13,0.05102584883570671
100001329,0,0.9999523162841797
100001329,1,0.05102584883570671
100001329,2,0.05102584883570671
100001329,3,0.05102584883570671
100001329,4,0.05102584883570671
100001329,5,0.05102584883570671
100001329,6,0.05102584883570671
100001329,7,0.05102584883570671
100001329,8,0.05102584883570671
100001329,9,0.05102584883570671
100001329,10,0.05102584883570671
100001329,11,0.05102584883570671
100001329,12,0.05102584883570671
100001329,13,0.05102584883570671
100001329,14,0.05102584883570671
100001330,0,0.9998952150344849
100001330,1,0.05102584883570671
100001330,2,0.05102584883570671
100001330,3,0.05102584883570671
100001330,4,0.05102584883570671
100001330,5,0.05102584883570671
100001330,6,0.05102584883570671
100001330,7,0.05102584883570671
100001330,8,0.05102584883570671
100001330,9,0.05102584883570671
100001330,10,0.05102584883570671
100001330,11,0.05102584883570671
100001330,12,0.05102584883570671
100001330,13,0.05102584883570671
100001330,14,0.05102584883570671
100001330,15,0.05102584883570671
100001330,16,0.05102584883570671
100001334,0,0.9999346733093262
100001334,1,0.9998488426208496
100001334,2,0.05102584883570671
100001334,3,0.05102584883570671
100001334,4,0.05102584883570671
100001334,5,0.05102584883570671
100001334,6,0.05102584883570671
100001334,7,0.05102584883570671
100001334,8,0.05102584883570671
100001334,9,0.05102584883570671
100001337,0,0.9999498128890991
100001337,1,0.999942421913147
100001337,2,0.9999383687973022
100001337,3,0.05102584883570671
100001337,4,0.05102584883570671
100001337,5,0.05102584883570671
100001337,6,0.05102584883570671
100001337,7,0.05102584883570671
100001348,0,0.9999477863311768
100001348,1,0.05102584883570671
100001348,2,0.05102584883570671
100001348,3,0.05102584883570671
100001348,4,0.05102584883570671
100001348,5,0.05102584883570671
100001348,6,0.05102584883570671
100001348,7,0.05102584883570671
100001348,8,0.05102584883570671
