cell_id,dataset,baseline_id,epsilon_deg,n_predictions,n_matched,mAP50,AP75,NRC,AURC,Risk@70,Risk@90,mean_angle_risk,Delta_mAP50,Delta_AP75,Delta_angle_risk,source,synthetic_or_proxy,near-square_n,near-square_risk,near-square_NRC,moderate_n,moderate_risk,moderate_NRC,elongated_n,elongated_risk,elongated_NRC
DOTA-v1.0/20,DOTA-v1.0,20,0,2428,486,0.013160776788672026,0.004749027230991825,1.0221122961591942,1.4159083452233598,1.3629499204236826,1.3727769302105712,1.3852766966447214,0.0,0.0,0.0,052_real_schema_rematched,False,0,nan,nan,178,1.8571449958394528,1.0262740908423889,308,1.1125735886685455,0.9182028546046489
DOTA-v1.0/20,DOTA-v1.0,20,5,2428,478,0.012966887121113936,0.0021882319097410725,1.0675822849731704,5.0699780089865705,4.85923451908916,4.78600818333434,4.749027855135293,-0.00019388966755808958,-0.0025607953212507524,3.3637511584905715,052_real_schema_rematched,False,0,nan,nan,178,5.028307271161262,1.0479002084515414,300,4.583322068293219,1.0641208064135093
DOTA-v1.0/20,DOTA-v1.0,20,15,2428,253,0.006022488514423732,8.4290003954493e-06,1.0250038484932034,15.198078639760165,15.002602054206767,14.941968709020951,14.827338123756267,-0.007138288274248294,-0.004740598230596376,13.442061427111545,052_real_schema_rematched,False,0,nan,nan,177,14.98110750835003,1.0177135944514772,76,14.469217320162894,1.0432273258907865
DOTA-v1.0/20,DOTA-v1.0,20,30,2428,143,0.0022295693282250134,0.0,1.0054461202598448,29.848331164610702,29.808072092372477,29.785361284388035,29.686654076398224,-0.010931207460447012,-0.004749027230991825,28.301377379753504,052_real_schema_rematched,False,0,nan,nan,143,29.686654076398224,1.0054461202598448,0,nan,nan
DIOR-R/22,DIOR-R,22,0,212448,29994,0.6963604177016972,0.49796206521445463,1.1265263436503445,5.360120048137525,4.96863270096292,4.747927081816249,4.758095608105211,0.0,0.0,0.0,052_real_schema_rematched,False,3717,25.083900459172554,0.9485621642415395,18471,2.0121744947464983,0.5953053757278732,7806,1.57706720090965,0.8382892942000264
DIOR-R/22,DIOR-R,22,5,212448,29857,0.6913829408902623,0.4708849785436283,1.1082453811623743,9.028963885640461,8.486235634236843,8.19064516100171,8.147080095358039,-0.0049774768114349,-0.02707708667082631,3.388984487252828,052_real_schema_rematched,False,3715,27.07630647504844,0.9545780773333875,18453,5.590635740895603,0.9377118817231089,7689,5.136544482449399,1.0096257419966157
DIOR-R/22,DIOR-R,22,15,212448,28396,0.6439742930328165,0.26369884192991383,1.04157360390071,18.021794857248523,17.55057556250606,17.337625276937747,17.302468869945063,-0.05238612466888071,-0.2342632232845408,12.544373261839851,052_real_schema_rematched,False,3714,31.529446439657868,0.9708655008056246,18259,15.255231372445094,0.9919508212517636,6423,14.895729771850498,1.0150741585891885
DIOR-R/22,DIOR-R,22,30,212448,16550,0.5104061913407414,8.342150284470584e-05,1.0100926835875967,31.76821613590977,31.72085339979042,31.488892785762452,31.450793231247857,-0.18595422636095582,-0.49787864371160995,26.692697623142646,052_real_schema_rematched,False,3710,38.20017110261132,0.9892365192894603,12618,29.587126362943003,1.0079196139761248,222,24.58393125607763,1.0321835119865987
FAIR1M-v1.0/24,FAIR1M-v1.0,24,0,484332,54768,0.36495247120472823,0.25046041947537795,1.5061433489461975,6.974294777058484,5.1273588416612395,4.744909568390573,4.630565066690488,0.0,0.0,0.0,052_real_schema_rematched,False,6131,20.36852771568135,1.060023055720177,38593,2.8836084266528648,0.9933693397676863,10044,1.7363843227646603,0.9154412764643077
FAIR1M-v1.0/24,FAIR1M-v1.0,24,5,484332,54651,0.3635339643761269,0.23389125342652806,1.3198233148243743,9.716126404681805,7.899718462477897,7.485627221265657,7.361687201271109,-0.0014185068286013403,-0.016569166048849893,2.7311221345806214,052_real_schema_rematched,False,6127,22.35245171832134,1.0507637474467888,38587,5.5750865162432826,1.0289126041966759,9937,5.05627776554624,1.0016953020953898
FAIR1M-v1.0/24,FAIR1M-v1.0,24,15,484332,51402,0.3312212262483238,0.18338355324318933,1.1164236715980713,18.522615044404624,17.06963377543081,16.710615290788034,16.59102678993807,-0.03373124495640445,-0.06707686623218861,11.960461723247583,052_real_schema_rematched,False,6128,27.99087362337418,1.0310972175591213,38010,15.128409251142338,1.0137917061689747,7264,14.627347171866674,1.0094634729432068
FAIR1M-v1.0/24,FAIR1M-v1.0,24,30,484332,32986,0.284988081440255,1.7539193708357578e-05,1.0426658775206197,32.1327395150614,31.219248936186112,30.91733883058412,30.817868128062866,-0.07996438976447323,-0.2504428802816696,26.18730306137238,052_real_schema_rematched,False,6121,36.495955704299156,1.0124464833817879,26655,29.563393786013876,1.0087206189859355,210,24.543770666984436,1.0019527782960431
SODA-A/23,SODA-A,23,0,1449379,309218,0.6118926267882264,0.23487215075330617,1.6733216990822697,8.75221203355408,5.78078706959287,5.327353880299207,5.230441963642864,0.0,0.0,0.0,052_real_schema_rematched,False,26638,31.9030536068091,0.9378139063826441,232975,3.022010939463059,1.1036364309245152,49605,1.2793118136101727,0.8164274025148204
SODA-A/23,SODA-A,23,5,1449379,308740,0.6111244759466932,0.19361289929433645,1.4203484203226653,11.444537243300543,8.652663941055282,8.169510414085028,8.057556216171697,-0.000768150841533255,-0.04125925145896972,2.8271142525288333,052_real_schema_rematched,False,26638,32.98590883427552,0.944748560723364,232737,5.809852273367601,1.0628047566152206,49365,5.20295104034566,0.9857172503379363
SODA-A/23,SODA-A,23,15,1449379,281051,0.5449947460780705,0.09805659104767782,1.1584428455678033,19.895455811911717,17.725385588672513,17.286009279992218,17.174309365396518,-0.0668978807101559,-0.13681555970562836,11.943867401753653,052_real_schema_rematched,False,26575,35.86666159560914,0.9628295932982588,229326,15.275527078146883,1.0165892422157,25150,14.736571245631488,1.0119188706144777
SODA-A/23,SODA-A,23,30,1449379,201458,0.43260721338649755,7.73282646947237e-05,1.057229483389198,32.77919797909889,31.454999787769427,31.100519534695774,31.00480878949521,-0.17928541340172888,-0.23479482248861144,25.774366825852347,052_real_schema_rematched,False,26453,40.37710273965806,0.9839973415858196,174169,29.603507214029126,1.0083699934492742,836,26.38519423649692,1.01801329881972
DIOR-R/3,DIOR-R,3,0,60881,32161,0.7998605214979257,0.5850289796578044,1.120476976482883,5.146425035523881,4.573252994316429,4.534584222282656,4.593066295461271,0.0,0.0,0.0,052_real_schema_rematched,False,3826,23.78905196588861,1.0071629723086613,19549,2.190558165317431,0.5838822111092306,8786,1.5794981485374082,0.8346757783922688
DIOR-R/3,DIOR-R,3,5,60881,32044,0.7908811354941068,0.5340309220868172,1.1178545164281934,8.726720778717265,8.00271206995569,7.831098592816977,7.806669517784101,-0.008979386003818979,-0.05099805757098719,3.2136032223228304,052_real_schema_rematched,False,3826,25.639975885826978,1.003838119629521,19531,5.537271946365291,0.9463952983110282,8687,5.054669264906092,1.0102776101988649
DIOR-R/3,DIOR-R,3,15,60881,30303,0.6927079634340936,0.2813015538118861,1.047836919058612,17.823938818008347,17.245484542490452,17.064041450816056,17.0102221956653,-0.10715255806383217,-0.30372742584591833,12.41715590020403,052_real_schema_rematched,False,3825,30.394911446536337,1.0029342814647797,19419,15.165377743827742,0.9983907955344847,7059,14.83266135498699,1.0150645995029086
DIOR-R/3,DIOR-R,3,30,60881,18696,0.5375739336289709,0.0001807117474314317,1.0177318864840834,31.675676220541774,31.468689977502237,31.200504296240652,31.12379266210321,-0.26228658786895487,-0.584848267910373,26.53072636664194,052_real_schema_rematched,False,3814,37.6157479092257,1.0021124459995285,14604,29.54016094676052,1.0116181624518623,278,25.249836756849756,1.0364860756638254
