phase_mod,score,pred_angle,GT_angle,angle_error,matched_gt_id,class,size,aspect_ratio,dataset,detector,split,near_square_flag,phase_mod_status
nan,0.8501545786857605,1.1317874193191528,,3.3078426289478453,,,132515.7069067452,2.117678328949925,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5715744495391846,1.5703035593032837,,44.971767754688415,,,2527.205478343036,1.6730768612282896,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6750028729438782,-1.3681223392486572,,0.06707928783869523,,,93453.27619614638,2.749006087354979,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5151664614677429,-1.3530012369155884,,2.751159216546103,,,242.5150424221647,5.051792986721818,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.4650645852088928,-1.368153691291809,,1.0099595820022755,,,98627.58404736221,3.011340670849117,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.4618982970714569,-1.3557981252670288,,0.48577671414963414,,,161.53611627831378,4.426086932931554,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.41581007838249207,-1.4138816595077515,,2.31938197797459,,,159.5740270426959,4.062500099725472,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.3326098322868347,-1.3721119165420532,,0.4297145214421822,,,211.9773619035168,5.218750120077763,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.30327367782592773,-1.341220498085022,,1.589835812347188,,,143.032560134915,3.920000164883211,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5663349628448486,-0.9821999073028564,,1.2837545450714065,,,96505.80622633919,3.497172323804986,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5393707752227783,-0.9962546229362488,,1.0944968333595233,,,96501.03304844256,2.9396629120845796,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5409257411956787,-1.5689994096755981,,11.206974390156923,,,363.8766327443227,2.2051284257287986,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5267680883407593,1.5689889192581177,,11.695737718206699,,,630.8787237687502,2.6075533727258478,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5119451284408569,-1.569398045539856,,10.87394802660544,,,449.2867926107574,2.4409641738132004,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.7159630060195923,0.0036151406820863485,,0.20713480790776073,,,78645.89723275509,3.5789473684210527,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.3137128949165344,1.2972432374954224,,0.6404147014369156,,,436.5358282975503,4.506173769699906,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.999799907207489,1.5585695505142212,,0.5183326472640482,,,18557.625911930227,2.053393841842403,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.999724805355072,1.5631438493728638,,0.43845215462347675,,,18081.215848897118,2.0869565217391304,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.999700665473938,1.5656205415725708,,0.2965481444272918,,,18124.711585878395,2.096774193548387,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9994294047355652,1.5597740411758423,,0.25900578576513666,,,18150.237125712796,2.102651874646795,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9579881429672241,-0.19293832778930664,,1.6774910450605467,,,4972.982518989302,2.435301092015977,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8699105381965637,-0.2450251430273056,,4.897266125466652,,,3543.3974893181585,2.242337342204847,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6801202893257141,0.001849532243795693,,25.570846043167123,,,1419.4204704948788,1.6424717045572794,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5546413660049438,-1.5703898668289185,,64.77012131924081,,,1730.7029089331918,1.7016849771079328,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9703457355499268,-1.5555416345596313,,0.8740319873298517,,,795.4692021302617,2.4444444444444446,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9700478315353394,-0.046399716287851334,,3.3504982843743916,,,1299.923202061429,2.582547291226119,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9649134278297424,0.005350589752197266,,0.3065687151850196,,,1758.3216247763485,2.7499999999999996,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9527711868286133,1.5670288801193237,,0.21585628957276118,,,475.3178430809785,2.6923076923076925,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9482396841049194,-0.005764603614807129,,2.0892216784180855,,,1941.0677043874166,2.842519634617426,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9435677528381348,0.004589676856994629,,0.2629716177128282,,,2011.3187689699698,3.1999999999999997,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9424593448638916,0.023026587441563606,,3.444318353264987,,,665.8639879982911,3.411764610515502,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9399339556694031,-0.008126139640808105,,0.4655910006740919,,,2252.892315085759,3.1111111111111107,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
