cell_id,dataset,detector,image_id,pred_id,gt_id,score,phase_mod,pred_obb,gt_obb,match_iou,angle_error,class,size,aspect_ratio,near_square,split,source_checkpoint,is_real_detector_output,status
DOTA-v1.0/20,DOTA-v1.0,psc,,,,,,,,,,,,,,,pth_data baseline PSC,False,unavailable_with_evidence: missing persistent Track A dump or GT
SODA-A/23,SODA-A,psc,00074__800__0___1200,0,298,0.8203610181808472,2.2386813163757324,"{""obb_cx"": 68.60762023925781, ""obb_cy"": 737.5737915039062, ""obb_w"": 44.48687744140625, ""obb_h"": 30.34498405456543, ""obb_theta"": -1.570430874824524}","{""obb_cx"": 67.01570129394531, ""obb_cy"": 738.481689453125, ""obb_w"": 45.5498046875, ""obb_h"": 27.225204467773438, ""obb_theta"": -1.5707963705062866}",0.8626,0.020941359995259094,windmill,1240.1027460843325,1.673074842887496,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00074__800__0___1200,1,296,0.8186084032058716,2.242840528488159,"{""obb_cx"": 581.6800537109375, ""obb_cy"": 737.3724365234375, ""obb_w"": 28.785720825195312, ""obb_h"": 18.489402770996094, ""obb_theta"": -5.960464477539062e-07}","{""obb_cx"": 581.9371337890625, ""obb_cy"": 738.481689453125, ""obb_w"": 13.0888671875, ""obb_h"": 28.7958984375, ""obb_theta"": -1.5707963705062866}",0.6972,3.164646768279834e-05,windmill,376.90569019317627,2.2000298440647614,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00074__800__0___1200,2,295,0.7908348441123962,2.245652198791504,"{""obb_cx"": 204.68844604492188, ""obb_cy"": 168.12164306640625, ""obb_w"": 28.672685623168945, ""obb_h"": 17.64065170288086, ""obb_theta"": 5.2928924560546875e-05}","{""obb_cx"": 206.3218536376953, ""obb_cy"": 169.54002380371094, ""obb_w"": 13.792966842651367, ""obb_h"": 26.436702728271484, ""obb_theta"": -1.5707963705062866}",0.6971,0.0030351084696529267,windmill,364.6405641600795,1.9166799304209494,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00074__800__0___1200,3,294,0.6661978960037231,2.2479310035705566,"{""obb_cx"": 460.50592041015625, ""obb_cy"": 172.81692504882812, ""obb_w"": 28.806861877441406, ""obb_h"": 16.24723243713379, ""obb_theta"": -0.000599503458943218}","{""obb_cx"": 456.60919189453125, ""obb_cy"": 174.13780212402344, ""obb_w"": 14.942625045776367, ""obb_h"": 27.011409759521484, ""obb_theta"": -1.5707963705062866}",0.6481,0.034346513522773556,windmill,403.62136799435393,1.8076750020008325,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00074__800__0___1200,4,297,0.5425431132316589,2.2530357837677,"{""obb_cx"": 329.73291015625, ""obb_cy"": 734.8623046875, ""obb_w"": 23.189224243164062, ""obb_h"": 15.788814544677734, ""obb_theta"": -0.0002276897430419922}","{""obb_cx"": 330.89007568359375, ""obb_cy"": 735.0784912109375, ""obb_w"": 18.84814453125, ""obb_h"": 26.178009033203125, ""obb_theta"": -1.5707963705062866}",0.742,0.01304315683655709,windmill,493.4068977981806,1.388890508017927,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,0,93,0.8300217390060425,2.4261040687561035,"{""obb_cx"": 17.487045288085938, ""obb_cy"": 228.6876983642578, ""obb_w"": 46.45579147338867, ""obb_h"": 21.748546600341797, ""obb_theta"": 1.234214425086975}","{""obb_cx"": 18.018314361572266, ""obb_cy"": 231.32826232910156, ""obb_w"": 17.86764907836914, ""obb_h"": 45.44678497314453, ""obb_theta"": -0.358772873878479}",0.7374,1.2714490486652108,swimming-pool,812.0272056402464,2.5435234805547604,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,1,97,0.818168044090271,2.2620139122009277,"{""obb_cx"": 548.8319091796875, ""obb_cy"": 715.1318359375, ""obb_w"": 36.97492218017578, ""obb_h"": 20.115270614624023, ""obb_theta"": -0.2658974826335907}","{""obb_cx"": 549.7880859375, ""obb_cy"": 714.3619384765625, ""obb_w"": 37.2607421875, ""obb_h"": 14.94172477722168, ""obb_theta"": -0.1772221177816391}",0.7074,5.080724152799549,swimming-pool,556.7397547606379,2.4937376871178323,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,2,98,0.7970736026763916,2.328585147857666,"{""obb_cx"": 366.7373046875, ""obb_cy"": 124.28987121582031, ""obb_w"": 46.87784957885742, ""obb_h"": 23.2865047454834, ""obb_theta"": 1.2025460004806519}","{""obb_cx"": 365.94677734375, ""obb_cy"": 121.24519348144531, ""obb_w"": 22.515949249267578, ""obb_h"": 48.202056884765625, ""obb_theta"": -0.384602427482605}",0.8434,0.936906383117999,swimming-pool,1085.3150665276917,2.140796124166677,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,3,94,0.7863611578941345,2.2552523612976074,"{""obb_cx"": 62.38437271118164, ""obb_cy"": 326.42724609375, ""obb_w"": 39.055320739746094, ""obb_h"": 19.203941345214844, ""obb_theta"": 1.1974893808364868}","{""obb_cx"": 61.64332580566406, ""obb_cy"": 327.27508544921875, ""obb_w"": 23.37972640991211, ""obb_h"": 45.682823181152344, ""obb_theta"": -0.4825161397457123}",0.6944,6.257225888038766,swimming-pool,1068.0519076077326,1.9539502892465233,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,4,95,0.7675648927688599,2.233583450317383,"{""obb_cx"": 109.00399780273438, ""obb_cy"": 492.7859191894531, ""obb_w"": 36.69403839111328, ""obb_h"": 24.28289794921875, ""obb_theta"": -0.2556971311569214}","{""obb_cx"": 109.49901580810547, ""obb_cy"": 493.16162109375, ""obb_w"": 34.24568176269531, ""obb_h"": 22.092430114746094, ""obb_theta"": -0.10894881933927536}",0.8198,8.408058917820899,swimming-pool,756.570331074181,1.5501093173012803,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,5,96,0.7186558246612549,2.3985605239868164,"{""obb_cx"": 620.296630859375, ""obb_cy"": 759.1971435546875, ""obb_w"": 50.55788803100586, ""obb_h"": 24.97342300415039, ""obb_theta"": -0.29489684104919434}","{""obb_cx"": 620.26611328125, ""obb_cy"": 762.4998779296875, ""obb_w"": 48.300636291503906, ""obb_h"": 27.764366149902344, ""obb_theta"": -0.33928924798965454}",0.7544,2.5434975601156333,swimming-pool,1341.0365512705757,1.7396628480810392,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,6,99,0.6022719144821167,2.2430953979492188,"{""obb_cx"": 304.27459716796875, ""obb_cy"": 29.083633422851562, ""obb_w"": 24.192598342895508, ""obb_h"": 23.580427169799805, ""obb_theta"": 1.5650774240493774}","{""obb_cx"": 305.48095703125, ""obb_cy"": 29.246124267578125, ""obb_w"": 26.59565544128418, ""obb_h"": 25.46800422668457, ""obb_theta"": -0.28380659222602844}",0.7644,74.06674905822223,swimming-pool,677.338265190072,1.0442771724302642,True,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,7,101,0.4040520191192627,2.197016477584839,"{""obb_cx"": 31.615388870239258, ""obb_cy"": 149.49818420410156, ""obb_w"": 15.757903099060059, ""obb_h"": 7.829660892486572, ""obb_theta"": -0.3785646855831146}","{""obb_cx"": 30.397705078125, ""obb_cy"": 148.8887176513672, ""obb_w"": 18.815345764160156, ""obb_h"": 7.481212139129639, ""obb_theta"": -0.3403814136981964}",0.662,2.1877403270063494,small-vehicle,140.7615931327564,2.515012997124972,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,8,102,0.4032071828842163,2.2565715312957764,"{""obb_cx"": 272.9342346191406, ""obb_cy"": 377.3499755859375, ""obb_w"": 23.718528747558594, ""obb_h"": 10.213883399963379, ""obb_theta"": -0.3054990768432617}","{""obb_cx"": 273.4580078125, ""obb_cy"": 377.65960693359375, ""obb_w"": 21.732975006103516, ""obb_h"": 9.802736282348633, ""obb_theta"": -0.2510027587413788}",0.8313,3.1224090262402817,small-vehicle,213.04262261570693,2.2170314879568016,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,9,105,0.38831230998039246,2.2068679332733154,"{""obb_cx"": 263.3309020996094, ""obb_cy"": 248.8555908203125, ""obb_w"": 19.8619384765625, ""obb_h"": 10.130851745605469, ""obb_theta"": -1.1729389429092407}","{""obb_cx"": 263.46484375, ""obb_cy"": 247.71774291992188, ""obb_w"": 20.188074111938477, ""obb_h"": 10.247721672058105, ""obb_theta"": -1.1902674436569214}",0.8458,0.9928499581314062,small-vehicle,206.88176459402712,1.9700060909132786,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,10,104,0.35223478078842163,2.294384241104126,"{""obb_cx"": 125.35970306396484, ""obb_cy"": 247.3550567626953, ""obb_w"": 15.189083099365234, ""obb_h"": 7.153429985046387, ""obb_theta"": -0.3374125063419342}","{""obb_cx"": 122.515380859375, ""obb_cy"": 247.65158081054688, ""obb_w"": 18.124631881713867, ""obb_h"": 9.632392883300781, ""obb_theta"": -0.27828532457351685}",0.5381,3.3877379698331818,small-vehicle,174.5835751498671,1.8816333699527221,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00051__800__3955___600,13,100,0.308668851852417,2.2517642974853516,"{""obb_cx"": 15.008785247802734, ""obb_cy"": 167.76980590820312, ""obb_w"": 23.703357696533203, ""obb_h"": 10.789984703063965, ""obb_theta"": -0.37698817253112793}","{""obb_cx"": 15.476564407348633, ""obb_cy"": 167.6192169189453, ""obb_w"": 19.87632942199707, ""obb_h"": 9.938055038452148, ""obb_theta"": -0.46364763379096985}",0.7585,4.9652213850664015,small-vehicle,197.53205575821266,2.000022071229423,False,D_cal,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,5,57,0.4323948919773102,2.2385363578796387,"{""obb_cx"": 509.35784912109375, ""obb_cy"": 31.316509246826172, ""obb_w"": 10.728182792663574, ""obb_h"": 5.463353633880615, ""obb_theta"": -0.017315387725830078}","{""obb_cx"": 509.64501953125, ""obb_cy"": 32.341190338134766, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.6172,0.17677874265485846,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,17,17,0.39436858892440796,2.197556495666504,"{""obb_cx"": 279.50360107421875, ""obb_cy"": 152.6095428466797, ""obb_w"": 11.873138427734375, ""obb_h"": 5.122415542602539, ""obb_theta"": 1.568109154701233}","{""obb_cx"": 278.960205078125, ""obb_cy"": 153.08409118652344, ""obb_w"": 4.903262615203857, ""obb_h"": 11.475335121154785, ""obb_theta"": -0.01936175301671028}",0.7464,0.9553831120399287,small-vehicle,56.266581696494086,2.3403468306128423,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,19,45,0.39069294929504395,2.2301175594329834,"{""obb_cx"": 402.2070007324219, ""obb_cy"": 54.21890640258789, ""obb_w"": 10.823088645935059, ""obb_h"": 5.420061111450195, ""obb_theta"": -0.02195882797241211}","{""obb_cx"": 402.048828125, ""obb_cy"": 54.855960845947266, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.712,0.08927078589547822,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,22,15,0.38232311606407166,2.2312681674957275,"{""obb_cx"": 278.14215087890625, ""obb_cy"": 131.13525390625, ""obb_w"": 10.607804298400879, ""obb_h"": 4.864683151245117, ""obb_theta"": 1.5546938180923462}","{""obb_cx"": 278.2602233886719, ""obb_cy"": 129.883544921875, ""obb_w"": 4.903262615203857, ""obb_h"": 11.475335121154785, ""obb_theta"": -0.01936175301671028}",0.7561,0.1867409436033737,small-vehicle,56.266581696494086,2.3403468306128423,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,23,20,0.3786427080631256,2.215898275375366,"{""obb_cx"": 321.3857116699219, ""obb_cy"": 155.51016235351562, ""obb_w"": 11.798798561096191, ""obb_h"": 5.096501350402832, ""obb_theta"": -1.5680819749832153}","{""obb_cx"": 322.3598327636719, ""obb_cy"": 154.18408203125, ""obb_w"": 4.902775287628174, ""obb_h"": 11.47534465789795, ""obb_theta"": -0.01936175487935543}",0.553,1.2648677414769176,small-vehicle,56.261036205758046,2.3405814023039593,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,27,48,0.37193167209625244,2.263690948486328,"{""obb_cx"": 402.2880554199219, ""obb_cy"": 38.022621154785156, ""obb_w"": 10.429057121276855, ""obb_h"": 5.389474868774414, ""obb_theta"": -0.003970026969909668}","{""obb_cx"": 402.6523742675781, ""obb_cy"": 37.85400390625, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.8465,0.941411590048616,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,34,50,0.367236465215683,2.284478187561035,"{""obb_cx"": 268.9711608886719, ""obb_cy"": 17.49956512451172, ""obb_w"": 10.479687690734863, ""obb_h"": 5.379340648651123, ""obb_theta"": -0.0022523405496031046}","{""obb_cx"": 267.7431945800781, ""obb_cy"": 18.4373779296875, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.5609,1.0398277724591165,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,43,49,0.35141366720199585,2.2376205921173096,"{""obb_cx"": 122.71190643310547, ""obb_cy"": 38.82930374145508, ""obb_w"": 11.136502265930176, ""obb_h"": 5.249239444732666, ""obb_theta"": -0.00767970085144043}","{""obb_cx"": 122.16944122314453, ""obb_cy"": 39.262332916259766, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.7472,0.7288629332669891,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,49,14,0.34877604246139526,2.265803098678589,"{""obb_cx"": 264.38092041015625, ""obb_cy"": 131.06533813476562, ""obb_w"": 10.81266975402832, ""obb_h"": 4.858532428741455, ""obb_theta"": 1.568501591682434}","{""obb_cx"": 264.9604187011719, ""obb_cy"": 129.98374938964844, ""obb_w"": 4.903262615203857, ""obb_h"": 11.475335121154785, ""obb_theta"": -0.01936175301671028}",0.6577,0.9778680947876106,small-vehicle,56.266581696494086,2.3403468306128423,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,54,43,0.34296566247940063,2.2360987663269043,"{""obb_cx"": 377.2847595214844, ""obb_cy"": 43.41775894165039, ""obb_w"": 11.708732604980469, ""obb_h"": 5.493396759033203, ""obb_theta"": -0.017578482627868652}","{""obb_cx"": 376.0932922363281, ""obb_cy"": 42.6827392578125, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.6092,0.1617045151566403,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,56,69,0.34247925877571106,2.2664201259613037,"{""obb_cx"": 765.643310546875, ""obb_cy"": 24.970401763916016, ""obb_w"": 10.961783409118652, ""obb_h"": 5.364604473114014, ""obb_theta"": -0.005754828918725252}","{""obb_cx"": 766.6513061523438, ""obb_cy"": 24.379518508911133, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.664,0.8391499711147585,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,58,58,0.341030091047287,2.2515952587127686,"{""obb_cx"": 520.570068359375, ""obb_cy"": 10.607457160949707, ""obb_w"": 10.813674926757812, ""obb_h"": 5.4235310554504395, ""obb_theta"": -0.006965040694922209}","{""obb_cx"": 519.6240844726562, ""obb_cy"": 11.9591064453125, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.503,0.769809944021642,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,60,66,0.3403303623199463,2.238646984100342,"{""obb_cx"": 546.4183959960938, ""obb_cy"": 41.6207160949707, ""obb_w"": 11.11479663848877, ""obb_h"": 5.4743428230285645, ""obb_theta"": -0.004368662368506193}","{""obb_cx"": 546.4819946289062, ""obb_cy"": 43.063114166259766, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.5086,0.9185714641445197,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,67,32,0.33798858523368835,2.268967390060425,"{""obb_cx"": 304.56744384765625, ""obb_cy"": 17.347877502441406, ""obb_w"": 10.474481582641602, ""obb_h"": 5.364297389984131, ""obb_theta"": -0.0026849505957216024}","{""obb_cx"": 304.86572265625, ""obb_cy"": 18.1356201171875, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.6908,1.0150410426415666,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,68,65,0.33528515696525574,2.1916511058807373,"{""obb_cx"": 581.9823608398438, ""obb_cy"": 37.54159927368164, ""obb_w"": 10.468814849853516, ""obb_h"": 5.334431171417236, ""obb_theta"": -0.03971505165100098}","{""obb_cx"": 581.6201171875, ""obb_cy"": 38.179813385009766, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.7298,1.1066274627688775,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,70,3,0.3339618146419525,2.2322680950164795,"{""obb_cx"": 306.134521484375, ""obb_cy"": 190.86785888671875, ""obb_w"": 12.69240665435791, ""obb_h"": 5.7235493659973145, ""obb_theta"": -1.5583959817886353}","{""obb_cx"": 307.159912109375, ""obb_cy"": 190.084228515625, ""obb_w"": 4.902775287628174, ""obb_h"": 11.47534465789795, ""obb_theta"": -0.01936175487935543}",0.6038,1.8198342719187937,small-vehicle,56.261036205758046,2.3405814023039593,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,81,11,0.3296239674091339,2.2715375423431396,"{""obb_cx"": 199.01980590820312, ""obb_cy"": 131.04949951171875, ""obb_w"": 10.623396873474121, ""obb_h"": 4.959049701690674, ""obb_theta"": -1.566343903541565}","{""obb_cx"": 199.85984802246094, ""obb_cy"": 130.88401794433594, ""obb_w"": 4.902775287628174, ""obb_h"": 11.47534465789795, ""obb_theta"": -0.01936175487935543}",0.663,1.3644518995757036,small-vehicle,56.261036205758046,2.3405814023039593,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,85,16,0.32675856351852417,2.274698257446289,"{""obb_cx"": 270.9326171875, ""obb_cy"": 154.21810913085938, ""obb_w"": 10.588509559631348, ""obb_h"": 4.594421863555908, ""obb_theta"": 1.5660589933395386}","{""obb_cx"": 271.6599426269531, ""obb_cy"": 153.68406677246094, ""obb_w"": 4.902775287628174, ""obb_h"": 11.47534465789795, ""obb_theta"": -0.01936175487935543}",0.6718,0.8379176254157551,small-vehicle,56.261036205758046,2.3405814023039593,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,87,35,0.3260423541069031,2.270184278488159,"{""obb_cx"": 378.43408203125, ""obb_cy"": 7.59184455871582, ""obb_w"": 11.048598289489746, ""obb_h"": 5.314401149749756, ""obb_theta"": -0.0016521215438842773}","{""obb_cx"": 378.2060546875, ""obb_cy"": 6.968505382537842, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.6999,1.0742177882703439,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,88,36,0.3249110281467438,2.240224838256836,"{""obb_cx"": 149.6212921142578, ""obb_cy"": 43.098934173583984, ""obb_w"": 11.471653938293457, ""obb_h"": 5.163272857666016, ""obb_theta"": 0.00016057491302490234}","{""obb_cx"": 149.83546447753906, ""obb_cy"": 43.990726470947266, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.6087,1.1780776447895578,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,91,37,0.322858989238739,2.2482073307037354,"{""obb_cx"": 149.3052215576172, ""obb_cy"": 23.57052993774414, ""obb_w"": 11.586108207702637, ""obb_h"": 5.204629898071289, ""obb_theta"": 0.010370969772338867}","{""obb_cx"": 149.23191833496094, ""obb_cy"": 23.568117141723633, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.7966,1.7630901773903198,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
SODA-A/23,SODA-A,psc,00044__800__2400___1800,92,41,0.3226589262485504,2.2429091930389404,"{""obb_cx"": 367.30517578125, ""obb_cy"": 43.573387145996094, ""obb_w"": 9.641172409057617, ""obb_h"": 5.695955753326416, ""obb_theta"": -0.019595621153712273}","{""obb_cx"": 365.328125, ""obb_cy"": 43.085205078125, ""obb_w"": 9.801966667175293, ""obb_h"": 4.9009246826171875, ""obb_theta"": -0.0204007588326931}",0.5609,0.04613099093256034,small-vehicle,48.038700377350324,2.0000239346548896,False,D_audit,pth_data baseline PSC,True,recovered_offline_max_images_800
