level,key,replicate,delta_nrc
unit,DIOR-R/22,0,0.16131936417966602
unit,DIOR-R/22,1,0.15178993016238096
unit,DIOR-R/22,2,0.15787814114992882
unit,DIOR-R/22,3,0.18309505145752358
unit,DIOR-R/22,4,0.17352169001667989
unit,DIOR-R/22,5,0.14457158172965723
unit,DIOR-R/22,6,0.1509983882517688
unit,DIOR-R/22,7,0.18452286094554182
unit,DIOR-R/22,8,0.1774013156113729
unit,DIOR-R/22,9,0.154424853071566
unit,DIOR-R/22,10,0.15145125095848483
unit,DIOR-R/22,11,0.1393587046840955
unit,DIOR-R/22,12,0.20780778713104897
unit,DIOR-R/22,13,0.15703179928103933
unit,DIOR-R/22,14,0.15416789060982578
unit,DIOR-R/22,15,0.17525743895027418
unit,DIOR-R/22,16,0.1593427165215232
unit,DIOR-R/22,17,0.1414778098122118
unit,DIOR-R/22,18,0.12644027615546638
unit,DIOR-R/22,19,0.14938536882991016
unit,DIOR-R/22,20,0.16758615486584277
unit,DIOR-R/22,21,0.127466184218606
unit,DIOR-R/22,22,0.15865140185792503
unit,DIOR-R/22,23,0.18205904168903014
unit,DIOR-R/22,24,0.14775859483746256
unit,DIOR-R/22,25,0.13005683265622126
unit,DIOR-R/22,26,0.14790632433175172
unit,DIOR-R/22,27,0.15803839913707102
unit,DIOR-R/22,28,0.14839679866576327
unit,DIOR-R/22,29,0.1563256802252987
unit,DIOR-R/22,30,0.15609629162392735
unit,DIOR-R/22,31,0.1680869703715081
unit,DIOR-R/22,32,0.1906538938852163
unit,DIOR-R/22,33,0.156743209312809
unit,DIOR-R/22,34,0.16471954095992375
unit,DIOR-R/22,35,0.163417791754828
unit,DIOR-R/22,36,0.16730416730550274
unit,DIOR-R/22,37,0.16784121858477635
unit,DIOR-R/22,38,0.15059873615723546
unit,DIOR-R/22,39,0.17792236535172778
unit,DIOR-R/22,40,0.16103580676471368
unit,DIOR-R/22,41,0.15099541593722604
unit,DIOR-R/22,42,0.13057881107719171
unit,DIOR-R/22,43,0.18021733304460913
unit,DIOR-R/22,44,0.15383423344815267
unit,DIOR-R/22,45,0.15596544839100374
unit,DIOR-R/22,46,0.1732709580414687
unit,DIOR-R/22,47,0.15562081353590929
unit,DIOR-R/22,48,0.17730025058903842
unit,DIOR-R/22,49,0.15332365949209903
unit,DIOR-R/22,50,0.13935837858462508
unit,DIOR-R/22,51,0.17053663862306756
unit,DIOR-R/22,52,0.1473983382752453
unit,DIOR-R/22,53,0.16030680566140865
unit,DIOR-R/22,54,0.1370574973912766
unit,DIOR-R/22,55,0.14068565001515865
unit,DIOR-R/22,56,0.13971753638027545
unit,DIOR-R/22,57,0.18211829558203962
unit,DIOR-R/22,58,0.1403873862933147
unit,DIOR-R/22,59,0.1355364866067043
unit,DIOR-R/22,60,0.17330382770316693
unit,DIOR-R/22,61,0.16114009730645196
unit,DIOR-R/22,62,0.14634955398121152
unit,DIOR-R/22,63,0.12732258489983372
unit,DIOR-R/22,64,0.16371044395445966
unit,DIOR-R/22,65,0.1678286400581705
unit,DIOR-R/22,66,0.16219945968442812
unit,DIOR-R/22,67,0.17609693723713227
unit,DIOR-R/22,68,0.15958193976829238
unit,DIOR-R/22,69,0.13864283227522056
unit,DIOR-R/22,70,0.1531984975942351
unit,DIOR-R/22,71,0.1589159523534458
unit,DIOR-R/22,72,0.17267168356939777
unit,DIOR-R/22,73,0.17221767190741805
unit,DIOR-R/22,74,0.1838802524648449
unit,DIOR-R/22,75,0.16491555786305823
unit,DIOR-R/22,76,0.1827080331120468
unit,DIOR-R/22,77,0.18094312341856988
unit,DIOR-R/22,78,0.13827549440146164
unit,DIOR-R/22,79,0.16457132199404606
unit,DIOR-R/22,80,0.14596858080560393
unit,DIOR-R/22,81,0.2119892509450368
unit,DIOR-R/22,82,0.15298662819605663
unit,DIOR-R/22,83,0.1359173945407695
unit,DIOR-R/22,84,0.16170652787082418
unit,DIOR-R/22,85,0.16734314406566947
unit,DIOR-R/22,86,0.14909132349673226
unit,DIOR-R/22,87,0.15865150284440444
unit,DIOR-R/22,88,0.1794161763422486
unit,DIOR-R/22,89,0.16626106523431156
unit,DIOR-R/22,90,0.16047566409860997
unit,DIOR-R/22,91,0.1511329931515048
unit,DIOR-R/22,92,0.19318707408816677
unit,DIOR-R/22,93,0.17643798956215168
unit,DIOR-R/22,94,0.1650258484023372
unit,DIOR-R/22,95,0.13334869936433774
unit,DIOR-R/22,96,0.1486887868504594
unit,DIOR-R/22,97,0.1731739821922177
unit,DIOR-R/22,98,0.17916757723793197
unit,DIOR-R/22,99,0.1638278464553135
unit,DIOR-R/22,100,0.17826577363137563
unit,DIOR-R/22,101,0.13945369644648276
unit,DIOR-R/22,102,0.13217131475928912
unit,DIOR-R/22,103,0.175178623146793
unit,DIOR-R/22,104,0.14521957602743057
unit,DIOR-R/22,105,0.1710612494095901
unit,DIOR-R/22,106,0.16813418895421572
unit,DIOR-R/22,107,0.14455886699434745
unit,DIOR-R/22,108,0.1649098221181915
unit,DIOR-R/22,109,0.16006772481266174
unit,DIOR-R/22,110,0.14427569728362993
unit,DIOR-R/22,111,0.1538774777060803
unit,DIOR-R/22,112,0.15909702049294372
unit,DIOR-R/22,113,0.16901239131572343
unit,DIOR-R/22,114,0.13518414756133085
unit,DIOR-R/22,115,0.18000813591761522
unit,DIOR-R/22,116,0.1321783025270173
unit,DIOR-R/22,117,0.13684385474561894
unit,DIOR-R/22,118,0.174387411522
unit,DIOR-R/22,119,0.16733060178762416
unit,DIOR-R/22,120,0.16479501323714651
unit,DIOR-R/22,121,0.1445665910947146
unit,DIOR-R/22,122,0.18163289624436235
unit,DIOR-R/22,123,0.14832015566818668
unit,DIOR-R/22,124,0.1866578092146785
unit,DIOR-R/22,125,0.15276385162256412
unit,DIOR-R/22,126,0.14494277098058733
unit,DIOR-R/22,127,0.1255175090798873
unit,DIOR-R/22,128,0.1279680254458852
unit,DIOR-R/22,129,0.1435011269548192
unit,DIOR-R/22,130,0.13296079649145914
unit,DIOR-R/22,131,0.1599741977029845
unit,DIOR-R/22,132,0.16535550243904723
unit,DIOR-R/22,133,0.16864811193268003
unit,DIOR-R/22,134,0.1805937246101082
unit,DIOR-R/22,135,0.15229060628675023
unit,DIOR-R/22,136,0.1303385025109281
unit,DIOR-R/22,137,0.13959579014298157
unit,DIOR-R/22,138,0.13795759200414748
unit,DIOR-R/22,139,0.15745184486497665
unit,DIOR-R/22,140,0.1451327179217058
unit,DIOR-R/22,141,0.18480287557115166
unit,DIOR-R/22,142,0.1658867163390294
unit,DIOR-R/22,143,0.17811740901231626
unit,DIOR-R/22,144,0.15008456637236106
unit,DIOR-R/22,145,0.1698575779505423
unit,DIOR-R/22,146,0.15235079110801486
unit,DIOR-R/22,147,0.14250050612090187
unit,DIOR-R/22,148,0.18549579446529996
unit,DIOR-R/22,149,0.14063648404119888
unit,DIOR-R/22,150,0.1714401250739968
unit,DIOR-R/22,151,0.15978537687854627
unit,DIOR-R/22,152,0.17950442261166388
unit,DIOR-R/22,153,0.15170105501451753
unit,DIOR-R/22,154,0.1639617140106882
unit,DIOR-R/22,155,0.16340003172377787
unit,DIOR-R/22,156,0.1594526287778918
unit,DIOR-R/22,157,0.16622747860656167
unit,DIOR-R/22,158,0.15904958129690655
unit,DIOR-R/22,159,0.1660386778153316
unit,DIOR-R/22,160,0.16008315861634487
unit,DIOR-R/22,161,0.14841141047013656
unit,DIOR-R/22,162,0.1540425616409859
unit,DIOR-R/22,163,0.13301777356396605
unit,DIOR-R/22,164,0.14291138494628308
unit,DIOR-R/22,165,0.18146820678864117
unit,DIOR-R/22,166,0.17232616507033027
unit,DIOR-R/22,167,0.13547069739430734
unit,DIOR-R/22,168,0.1692391347012907
unit,DIOR-R/22,169,0.1516831439895468
unit,DIOR-R/22,170,0.16332719378213773
unit,DIOR-R/22,171,0.15098409025520326
unit,DIOR-R/22,172,0.14453015606223252
unit,DIOR-R/22,173,0.12389239810102087
unit,DIOR-R/22,174,0.13659153460636198
unit,DIOR-R/22,175,0.1546839957273094
unit,DIOR-R/22,176,0.1666766801750887
unit,DIOR-R/22,177,0.16263449166591298
unit,DIOR-R/22,178,0.18371997331522183
unit,DIOR-R/22,179,0.151522246932481
unit,DIOR-R/22,180,0.19542346167434177
unit,DIOR-R/22,181,0.14800228404934707
unit,DIOR-R/22,182,0.14332381491998697
unit,DIOR-R/22,183,0.1850400643072454
unit,DIOR-R/22,184,0.14608162485762594
unit,DIOR-R/22,185,0.1891883196430037
unit,DIOR-R/22,186,0.1605935607448154
unit,DIOR-R/22,187,0.1395379048476847
unit,DIOR-R/22,188,0.17185142633231326
unit,DIOR-R/22,189,0.14992785180455825
unit,DIOR-R/22,190,0.18026649645759624
unit,DIOR-R/22,191,0.1641320033448045
unit,DIOR-R/22,192,0.1682732828937808
unit,DIOR-R/22,193,0.17251352340284648
unit,DIOR-R/22,194,0.16009817452630165
unit,DIOR-R/22,195,0.16040135662462085
unit,DIOR-R/22,196,0.18155746914634358
unit,DIOR-R/22,197,0.14821226070680465
unit,DIOR-R/22,198,0.15139544441431885
unit,DIOR-R/22,199,0.1399958245552993
unit,DIOR-R/22,200,0.1609939308933368
unit,DIOR-R/22,201,0.14029587067577626
unit,DIOR-R/22,202,0.13141358723763608
unit,DIOR-R/22,203,0.18065229467277993
unit,DIOR-R/22,204,0.1608788924434622
unit,DIOR-R/22,205,0.15091545506214804
unit,DIOR-R/22,206,0.19020230106551766
unit,DIOR-R/22,207,0.15419526134840383
unit,DIOR-R/22,208,0.14395035729764494
unit,DIOR-R/22,209,0.11393563612551327
unit,DIOR-R/22,210,0.17944612370607388
unit,DIOR-R/22,211,0.13804120669039976
unit,DIOR-R/22,212,0.17232727235338385
unit,DIOR-R/22,213,0.18055715221716345
unit,DIOR-R/22,214,0.15402936034048675
unit,DIOR-R/22,215,0.19752987161648083
unit,DIOR-R/22,216,0.14754709307055042
unit,DIOR-R/22,217,0.17437413470733948
unit,DIOR-R/22,218,0.14364851276167845
unit,DIOR-R/22,219,0.1715548769068732
unit,DIOR-R/22,220,0.1404639089642845
unit,DIOR-R/22,221,0.13847064163932393
unit,DIOR-R/22,222,0.1716366725393208
unit,DIOR-R/22,223,0.1838000124561539
unit,DIOR-R/22,224,0.18510359977489071
unit,DIOR-R/22,225,0.1973781307744415
unit,DIOR-R/22,226,0.14034214794845312
unit,DIOR-R/22,227,0.15572741918130112
unit,DIOR-R/22,228,0.18934264397870204
unit,DIOR-R/22,229,0.1754872696796222
unit,DIOR-R/22,230,0.13127434005797983
unit,DIOR-R/22,231,0.18220733313680754
unit,DIOR-R/22,232,0.1727030769391752
unit,DIOR-R/22,233,0.11722575060376778
unit,DIOR-R/22,234,0.1430718831638243
unit,DIOR-R/22,235,0.17134508696095202
unit,DIOR-R/22,236,0.15851278126621077
unit,DIOR-R/22,237,0.16092007252441587
unit,DIOR-R/22,238,0.15361270964374546
unit,DIOR-R/22,239,0.1939104489712764
unit,DIOR-R/22,240,0.18482826403784508
unit,DIOR-R/22,241,0.1729954362643799
unit,DIOR-R/22,242,0.1501001015270224
unit,DIOR-R/22,243,0.14352974581772443
unit,DIOR-R/22,244,0.17339698765453215
unit,DIOR-R/22,245,0.14290605404030915
unit,DIOR-R/22,246,0.1277128275186893
unit,DIOR-R/22,247,0.1539246496278096
unit,DIOR-R/22,248,0.14038198946805747
unit,DIOR-R/22,249,0.17342332536029048
unit,DIOR-R/22,250,0.13049406195814967
unit,DIOR-R/22,251,0.1658482056248763
unit,DIOR-R/22,252,0.14577708579501997
unit,DIOR-R/22,253,0.1402976073187402
unit,DIOR-R/22,254,0.16628185297090475
unit,DIOR-R/22,255,0.1420071199073633
unit,DIOR-R/22,256,0.1957439534437485
unit,DIOR-R/22,257,0.1610444098008576
unit,DIOR-R/22,258,0.17390248474706388
unit,DIOR-R/22,259,0.16850035490743576
unit,DIOR-R/22,260,0.14205487253659027
unit,DIOR-R/22,261,0.16665706244471196
unit,DIOR-R/22,262,0.149671345606674
unit,DIOR-R/22,263,0.19391067939614692
unit,DIOR-R/22,264,0.15760540906402887
unit,DIOR-R/22,265,0.17802217474516357
unit,DIOR-R/22,266,0.16407054415512212
unit,DIOR-R/22,267,0.14862834804211267
unit,DIOR-R/22,268,0.14831149248120457
unit,DIOR-R/22,269,0.15757239555260533
unit,DIOR-R/22,270,0.16470057196424248
unit,DIOR-R/22,271,0.1412993162729586
unit,DIOR-R/22,272,0.1978348785648804
unit,DIOR-R/22,273,0.19686190421161365
unit,DIOR-R/22,274,0.1779923701176085
unit,DIOR-R/22,275,0.12922423708876402
unit,DIOR-R/22,276,0.1266212179023546
unit,DIOR-R/22,277,0.1456295136083252
unit,DIOR-R/22,278,0.18184300078053967
unit,DIOR-R/22,279,0.17214291488935074
unit,DIOR-R/22,280,0.1352824639411614
unit,DIOR-R/22,281,0.1744949292648475
unit,DIOR-R/22,282,0.1812480700113041
unit,DIOR-R/22,283,0.15381062157017067
unit,DIOR-R/22,284,0.1767428707403137
unit,DIOR-R/22,285,0.19343389382387766
unit,DIOR-R/22,286,0.13878755021718725
unit,DIOR-R/22,287,0.15722764743349188
unit,DIOR-R/22,288,0.1710813748198587
unit,DIOR-R/22,289,0.18281734204635064
unit,DIOR-R/22,290,0.13518954445178788
unit,DIOR-R/22,291,0.15867377052557508
unit,DIOR-R/22,292,0.15913315015808538
unit,DIOR-R/22,293,0.12608990713798668
unit,DIOR-R/22,294,0.14347108613209658
unit,DIOR-R/22,295,0.18162541068351085
unit,DIOR-R/22,296,0.17848435673164403
unit,DIOR-R/22,297,0.17108063765021525
unit,DIOR-R/22,298,0.1271376625563589
unit,DIOR-R/22,299,0.1285134346984939
unit,DIOR-R/22,300,0.16120014731598925
unit,DIOR-R/22,301,0.18128506627358426
unit,DIOR-R/22,302,0.14335417590016453
unit,DIOR-R/22,303,0.18053947652745544
unit,DIOR-R/22,304,0.15762846800390173
unit,DIOR-R/22,305,0.14360108067167554
unit,DIOR-R/22,306,0.14761400762579152
unit,DIOR-R/22,307,0.14259579944748457
unit,DIOR-R/22,308,0.16908788162780775
unit,DIOR-R/22,309,0.1421090229113608
unit,DIOR-R/22,310,0.15119426383812046
unit,DIOR-R/22,311,0.15132053418442365
unit,DIOR-R/22,312,0.19228568073090402
unit,DIOR-R/22,313,0.15393036740002403
unit,DIOR-R/22,314,0.11710211088800271
unit,DIOR-R/22,315,0.17882325411336447
unit,DIOR-R/22,316,0.12723665158060282
unit,DIOR-R/22,317,0.14859673526265416
unit,DIOR-R/22,318,0.169292831133168
unit,DIOR-R/22,319,0.1593464651405529
unit,DIOR-R/22,320,0.1528990576791046
unit,DIOR-R/22,321,0.15236672439764687
unit,DIOR-R/22,322,0.13044710042270585
unit,DIOR-R/22,323,0.17945213806364352
unit,DIOR-R/22,324,0.148162190192761
unit,DIOR-R/22,325,0.15843644331295165
unit,DIOR-R/22,326,0.173100039478779
unit,DIOR-R/22,327,0.16439763916822164
unit,DIOR-R/22,328,0.1590842180070549
unit,DIOR-R/22,329,0.13146530054608274
unit,DIOR-R/22,330,0.18246255303252695
unit,DIOR-R/22,331,0.1610923520381476
unit,DIOR-R/22,332,0.138550857954442
unit,DIOR-R/22,333,0.10932583330146933
unit,DIOR-R/22,334,0.1754508187735716
unit,DIOR-R/22,335,0.16089126356379496
unit,DIOR-R/22,336,0.15193226359742718
unit,DIOR-R/22,337,0.15156523545723266
unit,DIOR-R/22,338,0.1522352529088018
unit,DIOR-R/22,339,0.1606576089513947
unit,DIOR-R/22,340,0.15688923734427623
unit,DIOR-R/22,341,0.16466044122925544
unit,DIOR-R/22,342,0.17986992733421153
unit,DIOR-R/22,343,0.163173324926697
unit,DIOR-R/22,344,0.16392082441745676
unit,DIOR-R/22,345,0.13200238591500907
unit,DIOR-R/22,346,0.1668617621734549
unit,DIOR-R/22,347,0.15580446293898054
unit,DIOR-R/22,348,0.20123767426890726
unit,DIOR-R/22,349,0.18039898438905383
unit,DIOR-R/22,350,0.153278368719047
unit,DIOR-R/22,351,0.15446167872000816
unit,DIOR-R/22,352,0.17894707763908435
unit,DIOR-R/22,353,0.1858035457073886
unit,DIOR-R/22,354,0.15159726490179914
unit,DIOR-R/22,355,0.18498545623806767
unit,DIOR-R/22,356,0.1516007377370025
unit,DIOR-R/22,357,0.16058622827095287
unit,DIOR-R/22,358,0.1461929606311873
unit,DIOR-R/22,359,0.15425711573560552
unit,DIOR-R/22,360,0.145134934633999
unit,DIOR-R/22,361,0.1538000617645625
unit,DIOR-R/22,362,0.13544423310800469
unit,DIOR-R/22,363,0.15701316536777904
unit,DIOR-R/22,364,0.10703475373602861
unit,DIOR-R/22,365,0.18310522354964137
unit,DIOR-R/22,366,0.14430425830105054
unit,DIOR-R/22,367,0.19603552758505532
unit,DIOR-R/22,368,0.1384200948434124
unit,DIOR-R/22,369,0.1526522846312381
unit,DIOR-R/22,370,0.18220390692808508
unit,DIOR-R/22,371,0.13798358800198002
unit,DIOR-R/22,372,0.1214907048639649
unit,DIOR-R/22,373,0.1517152730490155
unit,DIOR-R/22,374,0.18718275154073283
unit,DIOR-R/22,375,0.14955307052942307
unit,DIOR-R/22,376,0.15418689331510077
unit,DIOR-R/22,377,0.17169111438630824
unit,DIOR-R/22,378,0.16003252544655822
unit,DIOR-R/22,379,0.15508570518408715
unit,DIOR-R/22,380,0.17107522123667462
unit,DIOR-R/22,381,0.160182513084833
unit,DIOR-R/22,382,0.16185607451393225
unit,DIOR-R/22,383,0.16906643732990645
unit,DIOR-R/22,384,0.13372704456719003
unit,DIOR-R/22,385,0.17247014541946365
unit,DIOR-R/22,386,0.17201625289027833
unit,DIOR-R/22,387,0.15047793293596623
unit,DIOR-R/22,388,0.1137359897696027
unit,DIOR-R/22,389,0.16117526098737267
unit,DIOR-R/22,390,0.11159405510259912
