image_id,pred_id,score,gt_ar,angle_error_deg,d_tip,z025,z050,z100
100000001,0,0.999387264251709,4.465492060158126,2.299300704949745,0.0895768717359414,0,0,0
100000004,0,0.9505066275596619,4.369572094015317,3.065882798441869,0.11685157165815213,0,0,0
100000007,0,0.9390257596969604,3.7423453001213334,1.137498441936404,0.03714612445674416,0,0,0
100000008,0,0.9950526356697083,6.4783056961269,1.2116528051598288,0.06849433143595227,0,0,0
100000009,0,0.999687910079956,4.295554208293306,2.7775140550864155,0.10407651213180516,0,0,0
100000010,0,0.9997381567955017,4.434592727420752,0.1842605077010168,0.0071307075831400215,0,0,0
100001290,0,0.9998478889465332,3.6191171583035633,2.780092551819927,0.08776853325710778,0,0,0
100001293,0,0.9996880292892456,4.809662978287995,1.1100346419487443,0.04658771194009288,0,0,0
100001295,0,0.9996243715286255,3.98470017788095,0.054474094385965836,0.0018942311522132892,0,0,0
100001295,1,0.9994750618934631,4.067003774214401,0.5914153005536504,0.020989727058218725,0,0,0
100001295,2,0.9978876709938049,5.369298057083268,0.13388545553701547,0.006273326483904344,0,0,0
100001296,0,0.9999334812164307,5.813127490866639,0.06567997594585963,0.003331885815976681,0,0,0
100001296,1,0.9999027252197266,7.5407335627026395,0.2004424356406815,0.013190150579878978,0,0,0
100001296,2,0.9998971223831177,7.075815185014127,0.9498881722894582,0.05865113734036806,0,0,0
100001296,3,0.9998555183410645,8.607246593780681,0.41920562517009363,0.031487258119261,0,0,0
100001296,4,0.9981614947319031,4.780458463306741,0.922406140964159,0.038478696052423315,0,0,0
100001296,5,0.995109498500824,3.836624020598077,1.5100150393846723,0.05055075079818458,0,0,0
100001296,6,0.9797561168670654,5.613591739011609,1.4438527869507285,0.07072372799470406,0,0,0
100001299,0,0.9999662637710571,6.803914738626222,1.112640287820849,0.06605926233944712,0,0,0
100001299,1,0.9998520612716675,6.686950875890003,0.1257748431729331,0.007339541667703101,0,0,0
100001299,2,0.9992305040359497,7.4559666245375995,1.1470731694544916,0.07462999918728985,0,0,0
100001299,3,0.9988430738449097,8.357977089982018,0.13312155926814176,0.009709493011223322,0,0,0
100001299,4,0.995510458946228,5.336207913971176,0.3415112026577429,0.015903125911730973,0,0,0
100001300,0,0.9998651742935181,6.371459403061915,1.4842458515133417,0.08251702489416612,0,0,0
100001300,1,0.9998352527618408,7.644727431861184,0.1685605974890998,0.011245138609712761,0,0,0
