image_id,pred_id,score,gt_ar,angle_error_deg,d_tip,z025,z050,z100
100000001,0,0.9996578693389893,4.465492060158126,1.0341242744207728,0.04029636265357972,0,0,0
100000004,0,0.9994587302207947,4.369572094015317,0.5560883798988404,0.02120426791692658,0,0,0
100000007,0,0.9957472681999207,3.7423453001213334,1.4409662716351095,0.04705429393288731,0,0,0
100000008,0,0.9932724237442017,6.4783056961269,1.5896536602725209,0.08985776342257454,0,0,0
100000009,0,0.9994543194770813,4.295554208293306,1.7617419821004592,0.06602987017491456,0,0,0
100000010,0,0.9984017014503479,4.434592727420752,0.39306878213841534,0.0152112974508932,0,0,0
100001290,0,0.9995465874671936,3.6191171583035633,0.6998628174441636,0.022103046393125672,0,0,0
100001293,0,0.9997020363807678,4.809662978287995,1.1621182494646767,0.048773347162359905,0,0,0
100001295,0,0.9997691512107849,4.067003774214401,0.8206022981534282,0.029123249353786518,0,0,0
100001295,1,0.9992423057556152,3.98470017788095,0.16017826066002488,0.005569882439592002,0,0,0
100001295,2,0.9986718893051147,5.369298057083268,0.33975401245751874,0.015919408755613717,0,0,0
100001296,0,0.9998904466629028,7.5407335627026395,0.6300334353519988,0.041458712747699016,0,0,0
100001296,1,0.9998601675033569,7.075815185014127,0.5877173915495321,0.03628981709307144,0,0,0
100001296,2,0.9998158812522888,8.607246593780681,0.3641201495139408,0.027349752872048317,0,0,0
100001296,3,0.999803364276886,5.813127490866639,0.3536458277687332,0.017940023223956447,0,0,0
100001296,4,0.9983198046684265,5.613591739011609,0.14636956164759632,0.007170319309560687,0,0,0
100001296,5,0.9907177090644836,3.836624020598077,2.067474588873603,0.06920580785287897,0,0,0
100001296,6,0.9886609315872192,4.780458463306741,0.41115414353498064,0.01715212231181049,0,0,0
100001299,0,0.9998619556427002,6.803914738626222,0.7362251475668614,0.04371242812424631,0,0,0
100001299,1,0.9996986389160156,7.4559666245375995,0.3188888269283504,0.02074858039834416,0,0,0
100001299,2,0.9991260170936584,6.686950875890003,0.5723360262029518,0.033397915837318944,0,0,0
100001299,3,0.9986976385116577,8.357977089982018,0.37720178435313245,0.02751180911988539,0,0,0
100001299,4,0.9953126907348633,5.336207913971176,0.46193077960002704,0.021510589431022128,0,0,0
100001300,0,0.9997420907020569,7.644727431861184,0.8617599114482789,0.0574882767029279,0,0,0
100001300,1,0.9992971420288086,6.371459403061915,1.0900653892281509,0.060605584339953826,0,0,0
100001300,2,0.9985548853874207,8.782879487622125,0.2169309832631973,0.016626653370426455,0,0,0
100001300,3,0.9966387748718262,6.593027287647853,0.8474551299170187,0.04875656744741006,0,0,0
100001300,4,0.9839438199996948,5.311107330828744,1.4749147073814424,0.06835202578787225,0,0,0
100001302,0,0.999613344669342,7.135422572405093,0.050770124807447393,0.0031613693907819158,0,0,0
100001302,1,0.9996089339256287,4.381388691951954,1.7034224982933193,0.06512047410929289,0,0,0
100001302,2,0.9985297918319702,6.771850733038403,1.1886096904769954,0.07023650038925285,0,0,0
100001303,0,0.999861478805542,6.391629007477565,0.2582534304203528,0.014404678162521587,0,0,0
100001303,1,0.9996693134307861,7.937648200535425,0.24669258534997907,0.01708810773429061,0,0,0
100001303,2,0.9995061159133911,5.960389826468269,2.476197077529556,0.1287573532565415,0,0,0
100001303,3,0.9976525902748108,7.016956905579824,0.04211486231807696,0.0025788823354089023,0,0,0
100001311,0,0.9999188184738159,7.0526280051867944,1.2747232719998873,0.07844737855254434,0,0,0
100001311,1,0.9998995065689087,6.9290077857399615,0.5351304579122662,0.03235726289934495,0,0,0
100001311,2,0.998685896396637,9.216257392406323,1.004812956137339,0.08080996739169753,0,0,0
100001312,0,0.9999097585678101,6.171279136690186,0.6141435857654483,0.03307380539333915,0,0,0
100001312,1,0.9997269511222839,6.520964609629899,0.5209610042282311,0.029645477306173413,0,0,0
100001312,2,0.9987033605575562,4.856432115328509,0.08624276423693022,0.00365499846024589,0,0,0
100001312,3,0.9981375932693481,5.518921267029076,0.8509654426528297,0.04098241319076861,0,0,0
100001312,4,0.9952913522720337,5.280509707718495,0.8482677670190459,0.03908771800108728,0,0,0
100001312,5,0.9894545078277588,3.565345742559636,1.6915478205040333,0.05262234671498649,0,0,0
100001314,0,0.9996647834777832,7.646574719432627,0.9001886446856866,0.06006617424235762,0,0,0
100001314,1,0.9994392991065979,6.3107636099678395,0.21172248916447764,0.011659912393184172,0,0,0
100001314,2,0.9962804913520813,7.1519493454633025,0.3885405291569906,0.02424961235320352,0,0,0
100001314,3,0.9937545657157898,4.717918383029675,0.9723001091255319,0.04002923454794463,0,0,0
100001317,0,0.9998278617858887,8.463035512090316,0.10114976492427383,0.007470302483119205,0,0,0
100001317,1,0.9997032284736633,4.011641682120596,0.8100326476874682,0.028356822358654898,0,0,0
100001320,0,0.9995681643486023,6.1775265606605645,0.6316604635223964,0.03405155039619532,0,0,0
100001320,1,0.9995494484901428,5.754455631589064,1.0107568654160541,0.05075464466642168,0,0,0
100001320,2,0.9993665814399719,8.720359976759372,0.4062886301065621,0.03091810118484968,0,0,0
100001320,3,0.9993232488632202,6.6923067837890855,0.08230701759844941,0.004806842907633761,0,0,0
100001320,4,0.9990429282188416,6.744962526465865,0.32668851015360517,0.019229076191130786,0,0,0
100001320,5,0.9981866478919983,8.749568375380385,0.0951776625830052,0.007267228848783971,0,0,0
100001320,6,0.9897543787956238,7.331694177498588,0.40240066489243653,0.025745826157845444,0,0,0
100001320,7,0.9872220158576965,6.773399683786777,1.5158090825191861,0.08958760314774132,0,0,0
100001323,0,0.9992632269859314,8.316784359173303,0.16518113839429838,0.011988439784719893,0,0,0
100001323,1,0.9982659220695496,3.797123280932194,1.2134561350910729,0.04020626069199057,0,0,0
100001323,2,0.9969565868377686,4.338826403821904,0.10405492890756475,0.003939871563407667,0,0,0
100001335,0,0.9998236298561096,6.287708529027786,0.08086967800993128,0.004437366937431802,0,0,0
100001335,1,0.999731719493866,7.072069163567665,0.09261056118412546,0.005715499591320307,0,0,0
100001335,2,0.9995811581611633,7.150210042472375,0.37888309217895005,0.023641130023524953,0,0,0
100001335,3,0.9995501637458801,7.360361123336657,0.09872799333992079,0.006341421048256565,0,0,0
100001335,4,0.9992676377296448,7.129691695095677,0.4777839358594195,0.029726558477653597,0,0,0
100001335,5,0.9980530738830566,5.238858176198029,0.2755343602440581,0.012596738228487746,0,0,0
100001335,6,0.9951270818710327,5.405577578706394,0.12829552337143604,0.006052023647669039,0,0,0
100001336,0,0.9999141693115234,4.165379166789432,1.2635247170713588,0.045925136194174654,0,0,0
100001336,1,0.9998624324798584,9.24319693125538,0.48565534048597636,0.039173515372706504,0,0,0
100001336,2,0.9997808337211609,9.521097430727126,0.3747097068012287,0.031133376885442387,0,0,0
100001338,0,0.9997560381889343,5.873689211337193,1.0806065379566405,0.05538602266216702,0,0,0
100001338,1,0.9997007846832275,6.532545008465634,0.9884367731829843,0.05634522722653495,0,0,0
100001338,2,0.9995598196983337,6.190786958781893,0.30950223534262095,0.016720717478524508,0,0,0
100001338,3,0.9960202574729919,4.843748518658608,0.5539084083765279,0.023413166405842144,0,0,0
100001341,0,0.9995594620704651,8.198252130383795,0.25824796740555117,0.018475835378545104,0,0,0
100001344,0,0.9998518228530884,8.715805330487658,0.4064889494790109,0.030917188510737482,0,0,0
100001344,1,0.9996875524520874,7.879173408525167,0.41755139881487613,0.028710061934363696,0,0,0
100001345,0,0.9999384880065918,6.189266511439618,0.8023928391481774,0.04333705589032999,0,0,0
100001346,0,0.9998897314071655,3.728371483870086,1.3107120030059407,0.04264184096789694,0,0,0
100001350,0,0.9999040365219116,6.270093359701337,0.07367422649701252,0.00403122319800016,0,0,0
100001352,0,0.9998838901519775,8.133759925766896,0.47681845319068084,0.033844395633972166,0,0,0
100001352,1,0.9997847676277161,9.22689391334598,0.07277387930984261,0.005859739488806557,0,0,0
100001352,2,0.9996271133422852,8.093477597948974,0.8734601644170962,0.06168915507306228,0,0,0
100001352,3,0.9984338879585266,6.054880938827484,0.3176686738043725,0.01678514682752132,0,0,0
100001353,0,0.9998767375946045,5.969567317645434,0.8603323958793281,0.04481673173807702,0,0,0
100001353,1,0.9982991814613342,5.332640296566803,0.9434930424332941,0.04390446973941963,0,0,0
100001353,2,0.9934689998626709,4.940260405322309,0.6012721444345909,0.025921511777740023,0,0,0
100001354,0,0.9998733997344971,6.719272064741463,0.7350277560865388,0.04309842752207971,0,0,0
100001354,1,0.9998219609260559,6.667831778224574,1.146698426022172,0.06671941503165038,0,0,0
100001357,0,0.9996246099472046,5.761865637239586,0.5731049351531239,0.028816246122874593,0,0,0
100001357,1,0.9984256029129028,4.800404211193744,0.22436204815121388,0.009398822892528138,0,0,0
100001357,2,0.9980545043945312,8.40810316498104,1.0056236490506123,0.07378338637456948,0,0,0
100001357,3,0.9979677796363831,8.33545681270981,0.5955981523768501,0.04332337659192004,0,0,0
100001357,4,0.9979196190834045,3.857823572765972,1.0044487734582608,0.03381390135679535,0,0,0
100001357,5,0.9971351623535156,4.57651412143153,0.4429250255804052,0.017689195102444603,0,0,0
100001357,6,0.99607914686203,4.039595910386644,2.968600764427449,0.10460266877546356,0,0,0
100001357,7,0.9958218336105347,8.01121852832257,0.14702068207308233,0.010278361947076082,0,0,0
100001357,8,0.9919570684432983,4.699989737928892,0.5947200560881921,0.024392093031613736,0,0,0
100001360,0,0.9995755553245544,4.866544647073286,1.295781353427923,0.05502534677077994,0,0,0
100001360,1,0.9968421459197998,5.576657122296269,1.597303223458469,0.07772351379271654,0,0,0
100001361,0,0.9999548196792603,6.714667315368133,1.3036686043993513,0.07638386059468866,0,0,0
100001361,1,0.999440610408783,4.0370690746639974,0.04479100579648233,0.001577990276446129,0,0,0
100001361,2,0.991869330406189,4.651761030460062,0.6824537379720046,0.027703058282606465,0,0,0
100001361,3,0.9892219305038452,5.347104441534897,1.3811795232245736,0.06444275627764605,0,0,0
100001362,0,0.9998185038566589,7.195792435940993,0.18582310092682267,0.011668766280078256,0,0,0
100001362,1,0.9997921586036682,9.36391197720257,0.08927145764458061,0.007294863080186042,0,0,0
100001362,2,0.9995636343955994,6.917802732236004,0.196743296546786,0.011877215488563015,0,0,0
100001363,0,0.9996341466903687,6.535774875767483,1.6853412284532856,0.09611024236754069,0,0,0
