cell,replicate,T_P,T_D,T_plus,T_minus,T_S
DIOR-R_22,0,0.18157976988153524,0.1934241672594883,0.18157976988153524,0.18245794710094276,0.182018858491239
DIOR-R_22,1,0.19224003168769566,0.2045962062751122,0.19224003168769566,0.19132632856439868,0.19178318012604717
DIOR-R_22,2,0.1889379755967544,0.20209780584494585,0.1889379755967544,0.18777184380703849,0.18835490970189644
DIOR-R_22,3,0.1894538083573974,0.20231587345728674,0.1894538083573974,0.18384949827482222,0.1866516533161098
DIOR-R_22,4,0.19082714755691382,0.20600599714462153,0.19082714755691382,0.18909649589834188,0.18996182172762785
DIOR-R_22,5,0.19252137632426464,0.21030248736739188,0.19252137632426464,0.19602270282225026,0.19427203957325745
DIOR-R_22,6,0.18603058146740076,0.1995074998037651,0.18603058146740076,0.1847331942724031,0.18538188786990192
DIOR-R_22,7,0.18364764838778086,0.19518511385820247,0.18364764838778086,0.18190432545244622,0.18277598692011354
DIOR-R_22,8,0.19028207628900762,0.2033620080579216,0.19028207628900762,0.187853147631031,0.1890676119600193
DIOR-R_22,9,0.18315088895082887,0.1950400178653427,0.18315088895082887,0.18133010119518506,0.18224049507300696
DIOR-R_22,10,0.1855355560234258,0.1983166381981602,0.1855355560234258,0.1849744659763184,0.1852550109998721
DIOR-R_22,11,0.1906946685231276,0.20857111884642593,0.1906946685231276,0.19003615038215377,0.1903654094526407
DIOR-R_22,12,0.18990938544460145,0.20332203939311128,0.18990938544460145,0.18852540057316064,0.18921739300888105
DIOR-R_22,13,0.18626023996394214,0.2010076410520375,0.18626023996394214,0.185702420004769,0.18598132998435557
DIOR-R_22,14,0.1889975092268371,0.20520634950726435,0.1889975092268371,0.187340072617528,0.18816879092218255
DIOR-R_22,15,0.18778691197014064,0.20273438982759695,0.18778691197014064,0.18665372240743072,0.18722031718878568
DIOR-R_22,16,0.18642608871330985,0.20129618291482448,0.18642608871330985,0.18539185228115973,0.1859089704972348
DIOR-R_22,17,0.1870724233064157,0.20364731935239294,0.1870724233064157,0.1863521981894709,0.1867123107479433
DIOR-R_22,18,0.19011665036403913,0.20857112820040202,0.19011665036403913,0.19242434140322034,0.19127049588362974
DIOR-R_22,19,0.1857224170536505,0.1998155142525766,0.1857224170536505,0.18337732404178808,0.1845498705477193
DIOR-R_22,20,0.1922845494680535,0.2047571771910472,0.1922845494680535,0.1882270656541299,0.1902558075610917
DIOR-R_22,21,0.18534632135748952,0.20148748425256646,0.18534632135748952,0.19013806205168382,0.18774219170458667
