path,bytes,sha256
bootstrap_metrics.npz,116478,c041b21b04b317d24d553ca78e2e20046689191df4e0d8be2e7b1218a6f67e3e
hypotheses.csv,244543,ee1928d672f571b6d041f481a7c131af142a42e7280feb37ed0d752985c3e687
judgment.json,366,670b99a6417055e8545fc5706b0c33586effa704e0779b1b1ce29263926e3aad
metrics.csv,38818,103825e3e61b07a94d1cd75b57abbd20064f5981f3c12e5b6be82eec966790d6
multiplicities.npz,65372,5b5325bcae0371d1e2bcee340a2a01a0b1c30629d6a33b409fdd02db5cd5e9c1
multiplicity_sha256.csv,6045,4071e3af7cf2eead16558f63ece07da4ded800a43a01f7f1a90618e5dedb250c
primary_family.csv,5823,35c6c35d0edf742352798005ae5013dc405c826a521bb5103e823038e69b36e0
primary_replicates.parquet,10373,f5f96bf50631323a414256abc4e6f94cbddaa832f5278af0279bd97aa96d99fb
protocol.json,882,011c1d7b64a291abfe2b4f5a6a51765a8cba655989485aed6bdc4605c764b5b1
three_way_decomposition.csv,385,0c7cbc9ec0c0b6e71de70e1fb655bc3c599d3ac8a5f853084102e5006a2d6b1a
